458,0,354,0
768,0,17,0
769,0,17,0
669,0,75,3
668,0,17,0
667,0,81,10
763,0,17,0
665,0,26,0
664,0,22,0
766,0,22,0
767,0,17,0
661,0,2,0
765,0,17,0
494,0,228,6
339,0,34,1
692,0,17,0
693,0,17,0
690,0,22,0
691,0,35,1
696,0,14,0
697,0,22,0
694,0,52,1
695,0,28,0
698,0,9,0
699,0,22,0
651,0,50,1
288,0,33,0
402,0,17,0
401,0,662,59
666,0,19,0
549,0,290,6
349,0,299,7
761,0,21,0
678,0,40,0
679,0,19,0
719,0,41,1
718,0,17,0
674,0,26,0
716,0,28,0
676,0,22,0
677,0,22,0
670,0,17,0
671,0,26,0
672,0,26,0
662,0,22,0
121,0,136,28
123,0,41,1
266,0,134,16
574,0,17,0
777,0,9,0
537,0,50,1
411,0,77,4
298,0,17,0
377,0,34,1
591,0,19,0
708,0,19,0
709,0,26,0
774,0,26,0
313,0,33,0
705,0,21,0
706,0,22,0
707,0,26,0
700,0,17,0
701,0,9,0
702,0,26,0
703,0,33,0
272,0,24,0
776,0,19,0
397,0,79,3
278,0,184,2
773,0,24,0
762,0,26,0
524,0,499,49
520,0,28,0
704,0,24,0
449,0,55,1
443,0,34,1
712,0,26,0
245,0,41,1
244,0,34,1
386,0,71,2
714,0,21,0
149,0,28,0
380,0,22,0
760,0,17,0
641,0,17,0
640,0,26,0
643,0,28,0
642,0,53,1
645,0,9,0
290,0,14,0
647,0,28,0
646,0,28,0
649,0,17,0
510,0,10,0
513,0,94,2
516,0,33,0
623,0,28,0
622,0,28,0
621,0,17,0
620,0,17,0
627,0,28,0
626,0,26,0
625,0,17,0
624,0,60,0
334,0,127,9
629,0,22,0
628,0,28,0
663,0,28,0
457,0,257,45
389,0,379,38
745,0,17,0
656,0,50,1
730,0,26,0
632,0,17,0
654,0,28,0
731,0,21,0
657,0,26,0
733,0,26,0
732,0,9,0
735,0,22,0
734,0,26,0
737,0,19,0
736,0,19,0
739,0,26,0
652,0,26,0
505,0,17,0
658,0,53,1
653,0,59,1
630,0,17,0
752,0,26,0
751,0,19,0
633,0,42,0
634,0,50,1
650,0,28,0
636,0,22,0
637,0,28,0
638,0,17,0
191,0,267,47
759,0,14,0
758,0,17,0
462,0,34,1
738,0,21,0
164,0,43,1
764,0,19,0
96,0,36,0
660,0,26,0
713,0,21,0
726,0,19,0
727,0,26,0
724,0,24,0
725,0,14,0
722,0,17,0
723,0,14,0
720,0,21,0
721,0,26,0
659,0,28,0
631,0,33,0
728,0,26,0
729,0,48,0
740,0,28,0
741,0,50,1
742,0,17,0
743,0,50,1
744,0,48,0
558,0,324,30
746,0,17,0
747,0,17,0
748,0,21,0
749,0,22,0
609,0,28,0
608,0,19,0
750,0,19,0
757,0,17,0
232,0,17,0
756,0,21,0
755,0,22,0
754,0,19,0
717,0,28,0
354,0,28,0
675,0,22,0
689,0,22,0
477,0,33,0
753,0,9,0
715,0,26,0
673,0,33,0
644,0,10,0
775,0,19,0
243,0,32,1
618,0,26,0
619,0,33,0
771,0,26,0
770,0,17,0
140,0,494,37
772,0,14,0
612,0,28,0
613,0,26,0
610,0,26,0
611,0,17,0
616,0,28,0
617,0,22,0
614,0,26,0
615,0,28,0
711,0,21,0
648,0,55,2
655,0,21,0
635,0,9,0
710,0,50,1
683,0,26,0
356,0,26,0
471,0,469,44
476,0,48,1
688,0,22,0
474,0,346,44
685,0,28,0
684,0,75,3
687,0,34,1
686,0,26,0
681,0,22,0
680,0,26,0
639,0,28,0
682,0,34,1
