61518,496
61519,5
19713,478
61513,88
150398,271
150399,1
22461,5
4448,3
61061,96
13733,10
165284,598
111537,413
111534,81
6216,7
111532,32
4029,122
60911,7
115814,534
60914,51
60916,5
161075,6
5980,68
165779,348
161071,262
5987,16
132644,206
161072,24
22260,104
8807,67
19159,494
160891,191
160892,6
7510,13
61171,52
15267,30
19156,492
19402,30
19152,5
61206,522
13597,202
65270,34
65275,3
16679,356
150179,314
25069,34
140977,57
142814,73
22008,115
6152,76
149337,19
61192,6
142811,7
142812,41
133432,139
62559,122
6797,27
4737,488
6791,167
118126,2
118125,266
4739,500
2312,6
118122,8
118121,11
6799,101
64708,16
25665,180
65876,274
65655,1
155701,239
64879,78
140541,52
30117,34
64942,10
120051,311
60823,463
63739,56
138210,181
119316,2
64344,10
161853,292
25283,178
155616,2
22717,410
14386,21
13599,324
25119,5
16705,483
30662,16
65474,18
25110,46
25111,114
7993,85
142106,250
140897,9
10917,23
141236,48
7991,5
28998,20
156860,370
63930,87
2269,417
63936,398
116787,95
19570,526
7881,16
17252,121
7882,120
17254,116
17255,524
17030,439
61581,7
63026,246
124599,205
17035,198
2444,7
9259,9
124595,100
62516,13
2448,14
63029,91
62511,72
7866,17
7620,77
7862,70
64054,50
64055,15
24888,33
124321,50
61584,16
138608,353
138609,11
2044,60
24825,116
265008,65
148414,357
19398,64
163036,5
148410,4
138607,120
26022,10
128618,44
9413,8
64902,14
64455,4
124355,118
64901,5
6370,55
11124,148
12123,97
124358,70
12125,109
6375,7
10631,27
3156,8
134164,101
144375,23
10411,58
135945,189
162742,22
11944,77
3607,13
105538,542
63447,93
135969,70
161073,293
10380,99
17724,523
10000,8
137881,85
160255,8
135966,81
63448,1
135965,262
16924,650
162560,196
8947,43
61179,20
29449,11
7267,502
125014,26
157074,150
7260,37
27980,4
12234,159
63596,10
6207,4
12233,349
125533,14
160890,25
139025,547
6266,118
14624,5
62646,53
14626,189
62642,393
14622,301
6809,27
264510,532
160893,1
6802,19
6803,22
62649,19
62110,25
10567,19
10565,26
31227,4
125240,32
110529,128
3394,4
21238,117
24157,21
1995,130
10096,89
30416,422
61737,189
157679,80
22810,6
19150,551
7921,8
65550,44
18928,487
138466,303
138467,165
147303,167
142156,1
112552,28
8832,3
16671,127
30328,505
138861,15
18705,160
22761,8
112030,26
30637,129
29964,9
28564,111
160250,65
160670,43
62088,11
28563,267
12942,296
24232,23
24233,160
151630,256
151632,157
12944,3
62243,524
122143,99
18746,669
3342,1
10361,8
157494,8
123495,573
157493,34
13189,124
108481,603
14395,228
137642,342
137861,89
135788,211
30259,46
30257,270
156383,140
156384,208
29762,7
1177,58
15446,319
1173,8
30740,68
13940,45
6509,81
160415,129
31122,24
31692,574
23500,536
160719,24
5530,10
24522,56
129467,66
5539,5
28699,27
147453,26
147452,190
147451,66
151708,18
10332,43
11169,4
66438,6
65467,554
66185,531
14403,39
109842,94
29108,131
111839,26
29433,6
31234,5
8762,2
29101,504
126046,104
29105,55
7185,16
7186,108
12877,1
66164,503
66161,559
8387,140
8386,16
61693,482
61694,13
30016,6
8549,62
7205,7
130766,52
8017,30
65881,9
65884,528
23616,21
65886,35
8542,8
6573,16
6571,16
24414,559
24415,3
6574,27
12212,132
4383,90
28184,93
28185,549
12142,122
28180,37
66504,531
144435,8
143356,373
144437,137
7691,27
111940,549
29612,30
28216,103
28214,13
28742,19
28967,302
3835,13
109043,27
65084,5
63866,307
13602,4
65088,63
4595,10
66530,68
10884,6
155394,5
155393,147
4036,19
11573,6
161048,52
60900,45
154714,251
11376,1
11371,15
160449,168
11372,4
24708,52
160886,599
7525,149
24704,2
6532,222
160889,16
160888,104
19415,536
16885,543
2537,74
16665,57
63490,124
25056,39
65266,596
25726,10
12713,282
12711,303
10244,1
145109,136
6924,272
12718,141
12719,17
6781,9
23877,47
13619,284
64383,11
6788,120
164432,49
4723,404
61527,26
65643,94
65640,108
120048,9
61523,13
5841,324
118577,148
63252,58
165610,610
5849,581
19305,8
120557,76
16488,158
21118,127
124615,318
13062,53
16480,264
13531,35
6461,99
4622,10
13532,239
6416,4
150761,52
25430,13
16714,217
25434,22
16710,291
16243,525
22496,2
10466,74
2271,8
2270,10
10801,95
120134,180
64606,122
63907,12
120358,21
63901,14
63051,66
121553,5
63053,281
107528,76
63054,12
9538,15
141846,273
113093,571
9242,53
113096,46
7852,137
7853,35
153128,22
150616,297
138613,101
138612,127
13289,537
13288,3
17534,400
61627,21
29345,16
63699,552
158414,271
61836,284
146648,98
61832,581
4826,31
118321,93
13440,46
13443,8
10504,14
7980,99
9402,18
12138,41
64930,555
26038,9
7985,40
64934,15
6362,17
26037,44
12136,93
141278,142
10150,17
10156,43
10405,34
62472,573
10407,12
14384,47
64515,327
29151,23
24099,17
161852,63
10390,4
64334,286
124434,225
124435,23
147849,39
63474,12
27965,87
63479,580
27960,1
10382,1
109799,565
1979,1
14898,5
13193,6
150477,7
14891,9
28316,116
63876,17
6215,25
63874,96
6213,45
62948,27
62870,89
62874,143
9298,69
15708,232
15709,17
9299,23
62654,521
62655,6
24096,9
113439,25
61019,539
61996,128
62895,524
21427,1
3231,492
1968,8
164572,115
164571,79
1619,485
10085,14
10086,20
157865,312
1613,39
24148,526
22718,22
61398,192
61859,1
2999,6
12956,66
2870,56
119217,86
162809,331
22207,7
157803,32
18439,533
161843,13
27816,32
160667,277
27810,268
7883,35
122394,82
160668,311
3358,69
164555,611
164756,148
122159,106
7067,472
7066,34
7065,39
62257,4
7063,73
11842,484
264507,3
264506,85
147200,317
147201,295
149177,44
147204,101
30539,69
30536,4
147208,132
133044,4
64997,2
264509,65
30247,74
12482,44
6963,7
4988,45
12485,64
15459,10
132482,85
8151,114
18152,172
30598,15
5505,35
24396,79
1545,83
2849,458
11115,40
14477,67
13800,68
28668,16
66379,10
23697,83
65893,281
8717,35
29112,486
66371,6
148950,22
31203,22
31752,2
109186,106
66151,359
66155,637
12472,4
66404,74
127383,2
146071,3
61685,118
8539,93
27776,39
12828,254
27771,65
160474,27
12824,16
12825,24
160479,56
12821,142
8536,10
15291,52
151403,73
61759,19
11027,2
66085,564
30945,43
14503,5
144640,6
6565,51
162254,18
61752,131
24747,78
126775,54
119034,34
8105,3
29607,39
7685,2
5475,62
7682,97
15253,7
145911,126
28733,152
1380,9
28737,49
29609,22
3580,9
160988,69
160989,38
28504,8
64356,61
12576,79
160987,333
65072,37
161056,31
161055,30
160228,68
8440,191
137024,151
109079,6
11566,24
13990,39
3639,23
9258,36
11366,47
29015,30
160504,38
160505,125
115876,530
160503,1
60931,8
61355,12
61356,49
25915,26
61350,32
22248,104
24771,303
7409,28
3218,45
28648,3
24776,26
29246,519
27747,303
61229,517
19355,464
19605,150
25737,80
16650,19
114698,69
162557,712
12726,124
141321,4
150284,95
163976,1
4759,17
64857,279
64850,85
64851,50
64853,167
6774,33
10984,76
140529,14
10981,33
10983,44
24607,22
65850,2
61534,3
25918,2
65679,62
65676,24
60801,101
150577,291
11296,75
9969,37
65671,21
16955,337
65457,4
150024,98
25130,15
25132,76
3905,13
154056,20
25234,91
64102,10
64103,19
65459,3
158563,367
9483,80
120093,152
13526,107
145003,146
13525,228
19911,9
16721,22
63157,40
118003,9
149268,128
22447,129
64584,639
11747,94
11748,11
7904,53
63919,42
165244,123
161909,63
11580,31
61575,7
6682,3
63742,164
25312,110
161903,4
63917,192
62296,1
25313,1
16668,533
25314,33
61921,14
162386,1
138662,366
16836,548
121381,545
65527,79
65526,311
260893,59
63687,518
153130,186
64030,25
127179,4
60796,31
16838,656
4839,7
6357,14
61925,6
60950,32
162584,65
137667,83
4523,107
13453,230
12108,566
6194,40
6196,9
164444,81
64929,12
138601,8
139225,138
64925,92
11636,29
140983,302
26045,6
26044,17
9340,298
2735,8
9614,35
4818,7
9346,60
9611,6
134144,6
9619,7
13184,300
64327,311
135784,571
3532,15
63468,17
64323,236
22815,29
160272,394
63467,379
5050,6
20653,135
63462,155
7208,24
6379,14
142003,581
16531,12
148509,73
14886,1
6223,2
63863,14
12216,107
12215,178
8229,17
162160,97
148937,568
160183,2
160181,104
18549,5
14863,6
165732,609
113425,76
148930,92
9761,13
14084,4
148390,98
29346,62
62317,60
122015,322
29342,13
62313,10
4162,125
9293,2
24171,87
12122,48
164506,5
7331,6
18364,35
1976,21
24179,338
3226,77
3221,66
1971,44
1606,3
8859,30
8858,61
6376,30
62797,14
163946,75
138402,130
8850,5
14918,291
123720,561
12926,28
2845,33
30188,496
5476,15
29992,344
28501,52
14268,105
14269,12
10213,8
14260,11
3971,26
156633,9
20075,489
149477,6
1773,70
61153,16
62221,4
15111,78
62225,35
62224,578
63318,569
3138,15
61151,15
112111,4
112112,588
10507,73
137662,17
27199,111
14582,24
143754,54
29746,253
8148,66
30760,83
19427,56
8638,23
6994,2
6995,41
61407,24
8633,24
30293,84
5518,8
122895,6
26557,29
24547,90
24544,16
61409,21
5513,18
30298,107
108449,545
15110,36
162906,3
162907,132
106418,125
28349,122
66366,277
12677,117
66360,10
1554,1
27991,81
1559,17
2991,69
