0	0
0	1
0	2
0	3
0	4
0	5
0	6
1	7
0	8
0	9
0	10
0	11
0	12
0	13
2	14
3	15
0	16
0	17
0	18
0	19
0	20
4	21
5	22
6	23
0	24
0	25
0	26
0	27
4	28
7	29
8	30
9	31
0	32
0	33
0	34
4	35
0	36
0	37
5	38
6	39
0	40
0	41
4	42
7	43
0	44
0	45
8	46
9	47
0	48
2	49
5	50
8	51
5	52
8	53
10	54
11	55
1	56
3	57
6	58
9	59
6	60
9	61
11	62
12	63
0	64
0	65
0	66
0	67
0	68
2	69
0	70
3	71
0	72
0	73
0	74
0	75
13	76
14	77
14	78
15	79
0	80
0	81
0	82
0	83
16	84
17	85
18	86
19	87
0	88
0	89
0	90
0	91
20	92
21	93
22	94
23	95
0	96
16	97
0	98
24	99
25	100
26	101
27	102
28	103
5	104
18	105
29	106
30	107
31	108
32	109
33	110
34	111
4	112
17	113
29	114
35	115
36	116
37	117
38	118
39	119
6	120
19	121
40	122
41	123
42	124
43	125
44	126
45	127
0	128
0	129
0	130
0	131
0	132
5	133
4	134
6	135
0	136
0	137
0	138
0	139
16	140
18	141
17	142
19	143
0	144
0	145
0	146
0	147
0	148
29	149
29	150
40	151
0	152
0	153
0	154
0	155
24	156
30	157
35	158
41	159
0	160
13	161
16	162
20	163
25	164
31	165
36	166
42	167
2	168
14	169
17	170
21	171
26	172
32	173
37	174
43	175
0	176
14	177
18	178
22	179
27	180
33	181
38	182
44	183
3	184
15	185
19	186
23	187
28	188
34	189
39	190
45	191
0	192
0	193
0	194
0	195
4	196
8	197
7	198
9	199
0	200
0	201
0	202
0	203
20	204
22	205
21	206
23	207
0	208
0	209
0	210
0	211
24	212
35	213
30	214
41	215
0	216
0	217
0	218
0	219
46	220
47	221
47	222
48	223
4	224
20	225
24	226
46	227
49	228
50	229
51	230
52	231
8	232
22	233
35	234
47	235
50	236
53	237
54	238
55	239
7	240
21	241
30	242
47	243
51	244
54	245
56	246
57	247
9	248
23	249
41	250
48	251
52	252
55	253
57	254
58	255
0	256
0	257
0	258
4	259
0	260
5	261
0	262
6	263
0	264
0	265
16	266
24	267
25	268
27	269
26	270
28	271
0	272
16	273
13	274
20	275
25	276
36	277
31	278
42	279
4	280
24	281
20	282
46	283
49	284
51	285
50	286
52	287
0	288
25	289
25	290
49	291
59	292
60	293
60	294
61	295
5	296
27	297
36	298
51	299
60	300
62	301
63	302
64	303
0	304
26	305
31	306
50	307
60	308
63	309
65	310
66	311
6	312
28	313
42	314
52	315
61	316
64	317
66	318
67	319
0	320
4	321
0	322
7	323
0	324
8	325
0	326
9	327
5	328
29	329
18	330
30	331
31	332
33	333
32	334
34	335
2	336
17	337
14	338
21	339
26	340
37	341
32	342
43	343
8	344
35	345
22	346
47	347
50	348
54	349
53	350
55	351
5	352
36	353
27	354
51	355
60	356
63	357
62	358
64	359
10	360
38	361
38	362
56	363
65	364
68	365
68	366
69	367
8	368
37	369
33	370
54	371
63	372
70	373
68	374
71	375
11	376
39	377
44	378
57	379
66	380
71	381
72	382
73	383
0	384
5	385
2	386
8	387
5	388
10	389
8	390
11	391
4	392
29	393
17	394
35	395
36	396
38	397
37	398
39	399
0	400
18	401
14	402
22	403
27	404
38	405
33	406
44	407
7	408
30	409
21	410
47	411
51	412
56	413
54	414
57	415
0	416
31	417
26	418
50	419
60	420
65	421
63	422
66	423
8	424
33	425
37	426
54	427
63	428
68	429
70	430
71	431
0	432
32	433
32	434
53	435
62	436
68	437
68	438
72	439
9	440
34	441
43	442
55	443
64	444
69	445
71	446
73	447
1	448
6	449
3	450
9	451
6	452
11	453
9	454
12	455
6	456
40	457
19	458
41	459
42	460
44	461
43	462
45	463
3	464
19	465
15	466
23	467
28	468
39	469
34	470
45	471
9	472
41	473
23	474
48	475
52	476
57	477
55	478
58	479
6	480
42	481
28	482
52	483
61	484
66	485
64	486
67	487
11	488
44	489
39	490
57	491
66	492
72	493
71	494
73	495
9	496
43	497
34	498
55	499
64	500
71	501
69	502
73	503
12	504
45	505
45	506
58	507
67	508
73	509
73	510
74	511
0	512
0	513
0	514
2	515
0	516
0	517
0	518
3	519
0	520
0	521
13	522
14	523
0	524
0	525
14	526
15	527
0	528
16	529
25	530
26	531
0	532
24	533
27	534
28	535
5	536
18	537
31	538
32	539
29	540
30	541
33	542
34	543
0	544
0	545
16	546
17	547
0	548
0	549
