000000	0	0	0
000001	0	1	0
000010	0	2	0
000011	6	3	1
000100	0	4	0
000101	0	5	0
000110	12	6	2
000111	14	7	3
001000	0	8	0
001001	12	9	2
001010	36	10	4
001011	38	11	5
001100	6	12	1
001101	14	13	3
001110	38	14	5
001111	46	15	6
010000	0	16	0
010001	12	17	2
010010	0	18	0
010011	14	19	3
010100	36	20	4
010101	74	21	7
010110	74	22	7
010111	78	23	8
011000	12	24	2
011001	98	25	9
011010	74	26	7
011011	102	27	10
011100	38	28	5
011101	102	29	10
011110	108	30	11
011111	110	31	12
100000	0	32	0
100001	36	33	4
100010	12	34	2
100011	38	35	5
100100	12	36	2
100101	74	37	7
100110	98	38	9
100111	102	39	10
101000	0	40	0
101001	74	41	7
101010	74	42	7
101011	108	43	11
101100	14	44	3
101101	78	45	8
101110	102	46	10
101111	110	47	12
110000	6	48	1
110001	38	49	5
110010	14	50	3
110011	46	51	6
110100	38	52	5
110101	108	53	11
110110	102	54	10
110111	110	55	12
111000	14	56	3
111001	102	57	10
111010	78	58	8
111011	110	59	12
111100	46	60	6
111101	110	61	12
111110	110	62	12
111111	238	63	13
-1
