1481200,1,0
1583073,3,6
6542046,1,0
1231467,1,0
2458745,4,0
8400665,2,0
5047636,3,0
8065163,4,3
7720341,1,2
3697151,1,2
3189775,2,2
2653968,7,1
4704167,1,0
425871,1,0
6158965,2,1
7575211,1,1
6327678,1,1
7227721,4,1
4304450,1,0
4436243,1,0
5051440,0,17
2484628,2,3
5051442,11,16
3784606,2,1
6046586,9,3
4541273,2,0
635772,19,14
7677917,2,3
7909435,1,0
5321251,2,0
6039969,12,18
2628178,0,1
4243336,0,2
2496285,0,1
7168352,1,0
3582629,1,0
3357304,4,14
4667318,2,0
5388357,2,0
8144946,9,0
2567116,1,0
3249250,1,1
7173923,6,5
2656213,7,2
4711007,4,0
4799956,3,3
1642771,0,9
4002208,6,4
97156,15,4
1990864,2,1
3546153,1,2
4614537,2,3
4677191,1,8
2352134,0,1
3977456,0,1
4061029,1,0
6726466,2,2
4677199,2,1
8063943,3,4
780916,3,3
6461866,0,1
7705571,15,0
7705576,0,1
4091972,3,4
1219829,2,2
4321922,2,0
3944151,1,1
7377052,0,1
5905554,1,0
7935533,3,2
8412230,1,1
3350081,3,0
3350083,2,2
8238954,0,1
4704165,2,4
7921724,2,3
4581182,71,0
4378499,0,1
3202096,1,1
4546725,1,0
2184276,2,3
4058130,1,0
6730147,2,2
119862,3,3
5852597,0,1
671254,0,2
2699431,2,0
3236831,1,0
3102543,1,0
7581233,5,6
3236839,0,1
2513287,5,4
176067,0,3
2845062,1,1
2845063,4,0
5051448,2,2
6502340,7,6
49563,25,0
5432949,1,1
554376,2,2
2365460,0,2
8004118,2,3
4886267,1,3
7120171,1,2
6368212,6,0
6360493,1,0
43260,6,5
3431328,2,0
2034749,70,34
821008,33,23
3770601,1,1
6147289,0,69
707837,1,2
968450,8,4
7585002,1,1
1832546,0,2
2754915,0,1
1052992,1,11
7317982,3,2
3117428,3,0
6067797,1,1
7806668,114,0
103549,2,2
3489469,1,0
3478932,1,12
7704226,1,0
6383690,1,1
4996917,0,1
3443118,1,1
127479,4,2
320502,3,0
7130506,1,1
3137742,0,121
5473415,0,1
3209311,2,2
488780,2,3
7879217,0,1
6585001,1,1
840623,1,0
2097277,1,2
3348533,2,2
8139021,2,7
4101833,12,0
1003509,2,4
4849355,1,2
4157608,1,2
5289182,0,8
6991095,2,2
4157601,2,0
5289187,1,0
4157604,1,1
4785543,3,0
7409650,0,1
874976,7,5
775169,5,0
2816225,0,1
6844594,1,1
4200607,3,1
2518367,0,2
2632180,3,4
8060695,1,2
1260217,1,2
1901720,0,1
6441313,2,2
6441310,1,0
4892488,1,2
5641703,0,1
6310976,1,0
285150,11,10
2196547,2,1
6680920,0,41
5134936,2,0
7708858,1,1
584449,1,3
4780076,5,4
212058,1,1
1835019,0,1
8106931,4,0
6383018,1,0
6570655,1,0
1755773,1,1
1390214,1,1
8249137,0,1
7788510,2,3
2394850,3,2
6092636,0,1
1035136,0,2
4069446,2,1
3636482,2,2
3636480,5,1
3090838,1,0
467808,0,3
3386500,5,12
3351936,2,2
6815098,0,1
2472659,0,1
1060283,2,0
5301280,8,7
4424929,2,0
7514297,2,0
3239542,2,1
4916263,1,0
4916262,7,6
242144,10,9
433881,45,64
5065957,0,1
242140,2,1
599243,11,0
6998117,0,1
2692423,1,1
5816878,24,22
1045427,2,0
507498,7,9
495892,0,10
1346469,1,1
6990327,6,5
2784961,0,1
7394494,1,1
4478155,3,2
192882,3,0
3648072,1,2
1269796,1,1
5446071,4,5
3648078,3,2
2094729,1,0
7294635,0,1
5210229,0,27
446247,3,3
2094722,3,3
7963306,0,11
7963305,10,6
6185141,1,1
7531445,2,2
1807841,0,4
140976,1,1
5088114,1,0
2195013,1,1
65886,6,4
5048771,5,3
4376426,15,0
6717025,1,0
6344741,2,2
4068318,1,0
6168206,0,5
2750942,2,0
4068311,1,1
6649204,9,15
5098426,1,1
6649200,4,8
7994129,1,0
6169153,2,2
2854515,1,0
1312363,12,43
4903904,2,1
2377608,9,8
7107970,3,1
7079199,0,1
7107976,2,0
5176312,2,1
2373252,0,1
1037199,1,1
2557245,1,1
2557246,5,3
2007052,0,10
3580452,1,0
367988,3,2
1425081,7,7
5132349,1,1
2887564,1,1
650935,5,2
1849341,1,2
5691415,3,2
3433779,21,13
4530434,1,1
3270844,1,1
1693871,1,1
1170434,3,3
3952535,1,0
6144163,0,1
1875878,1,1
5188804,1,0
3210962,1,1
2503253,0,5
6188087,4,4
4018228,1,1
6384372,0,1
2571498,0,1
7146855,1,0
5380198,11,6
5974044,2,1
5676791,1,1
4746805,2,0
6448069,4,5
4287844,0,3
1258732,2,0
4746802,1,0
5676796,2,2
4475432,3,2
3716172,15,11
8044785,3,0
5233271,2,3
6304350,2,3
2296323,0,2
4818604,1,0
3347616,3,2
1074484,1,0
5746499,2,1
952059,0,3
5377488,2,3
6762739,0,1
6872867,1,2
807332,1,0
6574809,6,10
2047463,36,5
1379038,0,1
6763462,1,0
1884076,1,0
6452088,0,1
7075304,0,1
5929441,1,0
1820906,3,3
1313011,2,2
5835250,10,3
7024897,1,0
7833119,2,2
3734052,1,1
6529126,2,1
5879260,0,31
7106626,3,4
3682871,1,0
7139247,1,1
2168731,0,1
4565728,1,0
6463421,1,2
7679414,0,5
7679417,0,7
8309851,3,2
4521776,2,1
581163,5,1
5842362,2,1
672736,10,9
5146528,6,6
6317406,2,2
5881921,0,1
2423306,5,6
4910087,0,3
141849,11,18
1899074,2,1
5000997,0,1
141845,1,0
105635,8,9
3813487,1,3
2839479,1,1
1833089,1,1
4226717,1,3
2092183,7,3
4443191,3,3
7332780,7,4
1824735,1,0
7465462,1,1
1364173,1,0
6856138,1,2
1995206,1,1
5423296,2,3
301211,1,0
6306965,1,0
6856136,1,1
1403501,0,7
3721750,6,6
4286364,0,10
1644149,3,3
1733586,1,1
6970884,16,9
5715184,1,1
879026,1,0
7173596,71,0
5186572,2,3
1280958,3,0
7654800,18,18
7941445,2,4
7360423,1,1
833119,1,1
8081556,5,1
2117045,1,0
2882003,19,21
3679187,2,0
402845,1,0
4392999,11,0
1914685,24,8
8273037,3,3
2125624,2,0
3920881,1,1
2125622,4,0
7864390,1,1
5032310,11,3
885468,1,1
8206569,3,0
2161615,0,4
7344743,1,0
6004806,1,1
1574851,6,7
4168407,0,3
265107,2,0
102367,4,6
7310015,2,0
7669683,0,6
5294184,5,2
5761957,0,1
7310018,0,1
4078853,0,6
7255415,3,3
8128214,6,5
7559627,0,22
1898300,0,1
3466727,10,7
5484910,0,44
24145,0,4
4216527,1,0
1919308,0,1
7414226,4,5
471921,3,0
7349041,1,1
3239354,1,2
4449761,6,4
3612766,3,0
3642630,2,5
8193063,9,4
7645321,2,0
1159217,2,1
4174465,0,1
3298824,2,2
7144229,1,0
6359540,2,0
8066123,3,0
6119800,1,1
7947057,1,0
4562842,1,1
6119803,5,0
298643,2,2
1025077,1,2
3186716,6,2
3619885,8,3
531729,0,4
3917761,114,0
3362074,1,1
375204,0,1
3362076,0,1
5263748,5,6
1971682,3,3
531727,0,2
3170765,8,8
5797818,2,0
1202328,0,1
8098838,1,1
4222710,3,3
1531263,0,3
2911948,0,4
6955994,5,3
3171410,2,0
7890314,52,26
3783669,1,1
3038876,0,1
5995644,3,3
7717122,0,5
7717123,2,2
7332987,1,0
7717126,3,3
447387,30,57
8377281,0,1
7516608,0,1
5998347,3,2
3094040,2,2
4035035,1,0
7117906,0,1
7117907,1,1
2390069,2,2
7117905,1,1
4071069,1,1
512397,1,0
7552903,2,2
4011157,5,5
2390066,0,1
3887991,13,8
4011154,5,4
7695002,2,0
8446011,1,0
5267111,2,3
2504167,0,1
2674326,1,1
8152718,2,1
2401466,1,1
3961718,0,3
7416484,2,1
3750035,1,0
3750034,0,1
1579724,1,3
1584195,1,1
3750032,3,2
4173114,2,2
7022801,2,1
7022802,3,5
4488109,1,0
472279,7,1
4980774,0,1
299519,6,1
2572589,1,0
345899,16,7
6433532,9,13
6728817,0,1
8280819,1,1
6884522,1,2
5153686,1,0
7118486,1,1
7410253,1,1
2524671,18,15
2601524,0,1
3521882,1,0
2601520,16,0
5533403,1,2
7092353,5,4
2038056,0,3
2038053,25,3
230713,4,4
5439775,0,1
6025494,1,1
7758633,1,1
3477224,1,1
995404,4,4
857766,2,4
6858143,0,1
3044524,3,3
857762,0,1
614669,2,6
7750402,1,1
2136310,2,1
3209669,1,0
1147836,4,0
4883235,1,0
1966111,1,0
6022116,1,1
5330717,0,1
3947956,1,0
8243619,2,2
5139236,1,0
5053206,16,30
3846633,1,0
7656891,1,1
2111071,1,0
2111070,0,2
7519578,1,1
3290487,0,2
3290485,6,8
2904623,1,0
1194284,0,4
5401576,1,8
1448949,3,3
3751344,0,1
3751340,2,2
448831,4,3
552619,1,2
3973754,9,3
6689855,24,21
537182,1,1
1109267,1,1
4072742,1,1
5074186,1,0
1289461,1,1
7710203,1,3
4382767,4,3
8119996,5,3
4201770,1,3
2321433,1,2
7691202,1,1
3809396,1,1
3809392,6,5
7043418,5,6
6704568,2,0
131315,3,4
5272964,2,0
131310,1,1
7490184,8,7
8228618,4,2
8228619,2,0
7114668,47,83
2258548,2,2
615536,1,1
7759581,3,2
615532,2,2
5802262,8,8
4772514,0,4
4904097,1,1
6898786,2,1
7759589,1,1
6238382,1,1
5320051,2,0
2568049,1,1
2691160,3,0
4926901,33,35
4905323,1,0
1872478,3,2
5154335,9,10
3847948,7,6
219326,2,2
5154331,1,0
2955329,0,2
2052329,1,1
7982899,48,72
1437240,0,2
6091011,4,12
1591049,0,3
5223826,10,0
4666358,1,1
735217,0,11
1004991,6,6
619957,11,7
5223828,1,0
4767843,1,1
5957703,3,3
7497603,1,1
2564119,3,1
4463178,13,5
2930906,1,1
5311207,0,1
203942,6,5
5311204,2,0
7496550,6,3
7000811,3,4
4652557,1,0
4690402,1,3
7723515,1,1
2650330,4,0
2565244,1,0
2336821,0,1
2650333,2,1
5596153,4,4
1883777,1,1
170912,0,68
2599201,8,1
2706828,0,2
4383418,0,1
3903551,2,1
2619364,7,6
692842,1,0
8037380,2,2
7089470,1,0
8019422,0,1
38565,3,2
8067059,1,0
5375769,2,0
6159799,1,1
3503169,7,11
5375763,4,5
6637477,1,0
6878280,0,4
3217039,1,0
6878282,4,4
2492922,8,6
4729836,0,1
6795044,2,1
18896,4,2
6158440,1,0
321166,7,3
5367707,7,2
6030582,1,0
1494144,4,4
4518415,1,1
1761873,1,2
6296525,3,0
5097157,0,1
243809,1,2
4077626,2,1
7123134,6,7
7534815,1,0
175241,5,5
2816791,4,3
4697012,0,4
4537847,0,1
4537844,9,0
2405760,13,11
2179565,27,21
6453927,2,1
6096545,8,8
587487,0,19
4122321,10,5
4122323,5,6
3416783,1,0
5938227,1,0
2419690,1,1
7391066,7,7
1886725,1,0
3527832,3,1
1886729,1,0
3411250,2,0
4238110,1,1
5125569,1,0
3843914,2,2
4244720,4,1
657611,1,0
5193902,0,2
4244723,0,1
575470,7,0
575472,1,3
1578253,1,0
7408252,2,0
1174820,2,3
3593785,3,3
4136119,1,2
243804,1,5
3664347,5,8
6484365,1,1
2653449,2,2
4467123,1,0
