28997,0,84092,111416,31528,32809,29635,745,4435,16238,1523,2841
28996,0,3000,10400,922,1069,371,19,23,34,16,5
28998,0,6041,52466,3122,3801,2190,66,130,405,92,45
19399,0,1105047,2434848,1716611,717351,10644052,348167,134095,5117297,2499150,41207081
19398,0,15466,68430,11297,6514,42705,1322,1312,17728,5990,33963
5980,0,87736,168524,69695,70606,45047,2750,6253,18477,3510,3858
132641,0,83536,201308,1098467,59608,965255,1230545,51839,405156,1086666,3013676
5987,0,5778,27904,2272,2499,2128,79,103,516,114,139
132644,0,1137340,1373022,2625030,390241,1621071,426804,227353,567964,450900,563098
19390,0,1340903,6993987,1829190,6781564,1450641,115133,449472,1288031,100291,170801
61179,0,16377,77985,19540,12503,3003,690,240,1276,157,69
61171,0,65082,103111,59697,25711,48551,5318,5819,19367,7545,9525
25062,0,330961,782515,667535,541764,129888,53160,28071,116466,11535,20155
25061,0,588648,613968,20672,1867335,8572,13,1543,36084,36,182
25069,0,2103,10921,2101,377,5082,657,115,550,1413,3222
6797,0,53402,90483,148451,47191,13147,13565,3192,5058,2022,995
6791,0,93134,361574,31808,332948,7067,127,901,4386,82,35
6799,0,89197,178687,242428,88077,137692,55443,15033,52588,55616,58638
61941,0,110374,1106741,125056,54615,137544,27855,15762,34354,30099,23308
25285,0,1561,12105,63,1090,337,0,4,54,2,2
25282,0,4308668,5564095,4119525,10090689,6532211,263517,786480,18983977,904042,11132587
25283,0,88497,456638,1382337,254372,157582,342809,17953,48933,84448,48857
16705,0,420551,1039515,3715397,254233,7533091,4869411,228866,2998938,5937217,43933957
116787,0,937397,1412770,3298715,406315,1478588,744569,227426,527304,563637,514876
17252,0,555791,8063481,870899,3368502,1380230,58488,161403,581689,60315,170107
17254,0,739367,7353910,1049211,2844062,1332563,60106,138470,583380,70274,146881
17255,0,857110,2005048,2238352,566314,9878455,999407,131939,3701834,3630643,42479211
17256,0,537463,1297727,3340355,373526,7714245,3377332,209050,2650063,5930239,44013384
63026,0,945689,1608741,1532313,403243,897039,187102,115281,250717,199593,160479
9258,0,21811,80100,32256,18367,14532,2903,1513,2843,1857,1257
9259,0,409,5803,108,510,92,1,0,5,1,0
9256,0,56736,372169,32431,56221,31062,2015,3150,13781,2218,3269
63029,0,339451,828366,139323,622913,174774,6836,26238,154620,11078,21187
24881,0,70729,174787,1038163,45503,885140,1191170,49210,275995,1265038,3157671
24888,0,226721,677642,112279,377531,76018,4363,21549,51390,3952,3250
26022,0,7311098,5990252,1358230,17462496,2874722,37443,269167,11620206,147116,2616373
26021,0,48825,118129,49474,48490,22901,4143,4451,9214,2890,1649
26020,0,244042,458275,788920,155574,1199058,476258,72166,630034,690863,2512709
64902,0,11005,36463,1696,4083,3130,84,154,482,143,104
64455,0,3224,8385,3763,520,683,239,82,89,59,11
124355,0,1320816,1566925,639828,508522,478875,40283,83380,214923,43517,43579
64901,0,48687,211488,51675,29453,11243,2489,1657,5597,453,512
124359,0,1295526,1363274,3458892,431368,1646466,745576,293540,623394,580984,484567
124358,0,850839,1400100,571231,346909,354927,39062,61498,130753,33674,28103
133346,0,91823,232771,37953,41483,19650,1796,3539,4757,1413,661
135969,0,131060,157022,46116,82879,39156,2793,3578,35624,2284,6152
135966,0,464796,1067470,608687,205641,317136,80767,41047,94719,55930,45458
135965,0,1115551,1492327,4372178,567273,1453048,961710,275860,517989,591162,371031
22260,0,93923,1517274,279501,171354,263676,41465,4500,23775,57900,82880
63812,0,7039,15256,1395,2087,86,1,7,1,0,0
14624,0,38906,66786,11815,14852,6815,399,980,2564,296,224
14626,0,646264,1175174,7297147,543980,1396860,2809642,320008,633945,936634,552558
14622,0,185115,343653,749999,109444,1183649,462991,58379,439920,856841,2799746
14623,0,85125,253737,56891,31479,60719,7765,5992,9325,9474,8045
14628,0,98429,156627,51137,57604,29885,3432,3724,17167,2152,2856
14629,0,56868,441393,71267,106994,12657,3644,1176,2625,970,303
62885,0,106126,123592,3642,181361,2994,17,369,5115,6,45
62884,0,53,1164,0,30,0,0,0,0,0,0
30416,0,1062549,1811513,2944633,652913,9505840,1526347,243491,5820014,3921675,39818922
112042,0,723817,963321,399736,297196,134482,21691,31572,61101,10538,6052
18705,0,52152,156205,474906,43049,196840,245408,24544,94595,153885,193968
62088,0,6802,23772,1546,3113,166,15,83,187,0,4
122382,0,2509074,7139817,2427934,10327784,2069341,120169,272973,2196885,205223,379380
122380,0,2273,8706,1754,429,575,71,50,58,46,17
143176,0,164991,297658,1336313,143146,974923,1106827,126493,734259,966913,2527494
137641,0,1349555,1576402,668301,483705,409970,52454,101528,203790,45836,39476
137864,0,769346,1066075,5729490,418144,1558318,1886718,335993,650623,867315,683277
137642,0,164898,291604,1154341,113086,1065697,930226,82702,552314,966528,2743393
137861,0,702414,1298205,540760,239182,448618,79439,49766,117284,73759,54458
29818,0,10089,80603,23109,5990,54832,12054,755,5498,20710,49543
29764,0,82371,249807,8546,99260,9916,201,1425,5083,161,160
29762,0,330,3959,68,99,258,6,8,25,13,11
1177,0,164422,2281129,136235,395502,125361,5593,4144,46870,4208,5360
1173,0,4209,8775,3079,833,1056,217,151,308,140,60
23500,0,1245630,2815274,1338554,815564,10407052,467914,98335,4574892,3057254,40627955
29388,0,782441,1773787,2573699,463155,8918887,2074051,195605,3457065,5967680,42087014
31232,0,5683,22572,7124,2239,791,285,165,319,55,32
29108,0,114056,218807,394516,47966,84459,85739,26278,39374,22225,11388
31230,0,218637,3172495,703859,513587,551601,134441,22814,92826,134269,102603
29921,0,10170,10909,324,2190,5,1,2,1,0,0
31234,0,13531,75605,7234,9026,7331,718,1188,3040,636,567
29101,0,952500,1956573,2811223,554326,8946714,2227579,211046,3734372,5639131,41493552
7183,0,17,87,0,12,0,0,0,0,0,0
29105,0,80009,169852,266432,14779,99944,79261,12068,24024,34329,22376
7185,0,2613,6186,358,462,0,0,16,0,0,0
29107,0,5634,33738,7066,3540,952,480,197,99,83,26
8549,0,121925,213686,122131,100917,81982,6248,15722,47920,8806,11992
8017,0,143117,217660,59993,224405,11712,730,473,2556,200,196
65881,0,10909,12458,3376,3805,594,34,73,107,16,8
8014,0,68330,333971,26525,101366,30759,863,2921,11243,1213,1232
65884,0,907298,2240324,2306628,657495,8941996,1679386,172249,3759411,5147698,41695848
65886,0,610710,2413180,261659,2116242,169838,4876,21493,115407,5535,5058
65887,0,32588,104462,10943,16092,11724,436,1634,4563,509,771
115747,0,780258,805036,494459,497602,983909,114050,99031,1080663,247941,1217615
66504,0,1413273,3279987,1161436,982863,9864503,557438,85670,5135420,3304831,39209980
66507,0,725611,949539,272390,338855,247542,13203,27554,104746,21063,24378
126601,0,414398,729187,142914,787338,154944,6508,19970,203328,11018,23610
126600,0,636057,919402,146081,354500,102767,3886,9633,64161,3430,6056
65084,0,439330,1940050,127924,733615,122966,1991,7510,49434,2040,4590
65088,0,71632,102810,98120,24569,58452,20725,3033,17079,17705,45170
10884,0,1191,6379,782,283,350,38,25,24,19,3
60902,0,1425,6047,1833,215,1956,491,28,199,460,1378
60900,0,12414,47019,20157,11970,15150,2685,1213,6501,2932,2988
60901,0,1222974,1352281,188977,523876,349656,5725,47542,216196,19285,38429
60906,0,327849,1149232,498648,707728,376034,43871,70020,256164,60863,66413
6534,0,504,2857,257,171,73,1,8,4,0,0
24708,0,16425,117089,12222,13742,4180,633,730,1867,309,222
65264,0,402686,1142349,399561,761324,392564,36553,56041,284424,60712,78780
65266,0,1963456,2968669,2784636,1189639,8736019,1798305,363252,7625696,4574351,35127208
13619,0,426211,486359,1614733,371859,1005151,801406,106244,937815,824566,1631703
4723,0,2147672,7519829,1773836,5191180,7033223,491314,347187,15686344,1713254,18470215
5847,0,270,3921,40,387,0,0,0,0,0,0
5841,0,208945,357602,777954,109113,1203149,420825,82770,551265,831418,2662393
13531,0,87135,122179,110624,31262,34578,10643,8674,13831,6208,3743
4622,0,27200,69698,68190,3911,17074,7433,1619,1659,2975,1043
13532,0,4515394,5608561,8658961,13623366,5684212,1725623,839078,13266182,2247865,6593664
28256,0,70508,273260,50173,475075,12099,626,1654,4310,590,248
29264,0,86132,123068,132243,12207,97892,37375,11076,23299,33047,22125
16394,0,22600,75357,23686,10123,43024,6500,1366,15096,7405,31078
63907,0,1164,9111,856,54,541,142,11,31,37,193
63901,0,450049,857849,206938,711127,175073,17079,51695,170168,21124,23519
3773,0,1173884,1548362,582189,497452,397089,34698,85285,194192,41328,37172
141847,0,206540,1688914,545909,537315,276319,93293,6734,27457,70116,85048
141845,0,672617,1100294,526987,233355,434399,64747,43248,118921,71152,72123
