תאריך,שם נייר ערך,"מספר ני""ע",סוג,תשואה ברוטו,"מח""מ",,דירוג מעלות,שער אחרון
16/04/2017,דה לסר אגח ה,1135664,לא צמוד,5.91%,5.18,דה לסר,A-,108.54
16/04/2017,דורסל אגח ב,1132711,צמוד מדד,1.74%,2.14,דורסל,A-,103.1
16/04/2017,דורסל אגח ג,1139427,לא צמוד,3.15%,4.79,דורסל,A-,103.29
16/04/2017,דיסק השק אגח ו,6390207,צמוד מדד,4.06%,4.18,דיסקונט השקעות,BBB,125.54
16/04/2017,דיסק השק אגח ח,6390223,צמוד מדד,1.53%,1.16,דיסקונט השקעות,BBB,127.5
16/04/2017,דיסק השק אגח ט,6390249,לא צמוד,0.74%,0.73,דיסקונט השקעות,BBB,106.13
16/04/2017,דיסק התח נד י,6910129,צמוד מדד,0.77%,3.42,דיסקונט התחיבויות,AA,119.98
16/04/2017,דיסק התח נד יא,6910137,לא צמוד,1.34%,3.3,דיסקונט התחיבויות,AA,120.18
16/04/2017,דיסק מנ שה נד 1,7480098,צמוד מדד,0.97%,2.79,דיסקונט מנ,A+,130.02
16/04/2017,דיסקונט מנ הת א,7480015,צמוד מדד,0.95%,0.95,דיסקונט מנ,AA,129.33
16/04/2017,דיסקונט מנ הת ב,7480023,צמוד מדד,0.62%,1.59,דיסקונט מנ,AA,133.74
16/04/2017,דיסקונט מנ הת ד,7480049,צמוד מדד,0.66%,2.9,דיסקונט מנ,AA,133.68
16/04/2017,דיסקונט מנ הת ה,7480031,לא צמוד,0.79%,1.37,דיסקונט מנ,AA,107.98
16/04/2017,דיסקונט מנ הת ט,7480106,לא צמוד,0.23%,0.37,דיסקונט מנ,AA,100.99
16/04/2017,דיסקונט שה א,6910095,צמוד מדד,1.69%,4.25,דיסקונט שה,A,138.21
16/04/2017,דלק קב אגח יג,1105543,צמוד מדד,1.64%,3.02,קבוצת דלק,A,131.33
16/04/2017,דלק קב אגח כב,1106046,צמוד מדד,1.79%,3.22,קבוצת דלק,A,131.55
16/04/2017,דלק קב אגח לא,1134790,לא צמוד,3.74%,5.35,קבוצת דלק,A,103.8
16/04/2017,דקסיה הנ אגח י,1134147,צמוד מדד,1.47%,6.41,דקסיה,AA-,100.52
16/04/2017,דקסיה הנ אגח יא,1134154,לא צמוד,1.04%,2.92,דקסיה,AA-,100.09
16/04/2017,דקסיה הנפ אגח ב,1095066,צמוד מדד,0.69%,2.08,דקסיה,AA-,130.96
16/04/2017,דקסיה הנפ אגח ז,1119825,צמוד מדד,0.80%,3.14,דקסיה,AA-,118.87
16/04/2017,דקסיה הנפ נד יג,1125194,צמוד מדד,1.32%,1.66,דקסיה,A,109.64
16/04/2017,דקסיה הנפ נד יד,1129907,צמוד מדד,1.73%,3.32,דקסיה,A,103.71
16/04/2017,הכשרת ישוב אג12,6120117,צמוד מדד,0.72%,0.39,הכשרת הישוב,A-,122.45
16/04/2017,הכשרת ישוב אג13,6120125,צמוד מדד,1.99%,0.53,הכשרת הישוב,A-,124.81
16/04/2017,הכשרת ישוב אג14,6120141,לא צמוד,1.04%,0.85,הכשרת הישוב,A-,104.27
16/04/2017,הכשרת ישוב אג15,6120158,לא צמוד,1.66%,1.57,הכשרת הישוב,A-,105.69
16/04/2017,הכשרת ישוב אג16,6120166,צמוד מדד,1.50%,1.65,הכשרת הישוב,A-,107.32
16/04/2017,הכשרת ישוב אג17,6120182,צמוד מדד,1.61%,2.34,הכשרת הישוב,A-,108.35
16/04/2017,הכשרת ישוב אג18,6120190,לא צמוד,2.59%,2.75,הכשרת הישוב,A-,108.8
16/04/2017,הכשרת ישוב אג19,6120208,לא צמוד,2.98%,4.51,הכשרת הישוב,A-,105
16/04/2017,הכשרת ישוב אג20,6120216,צמוד מדד,3.07%,4.78,הכשרת הישוב,A-,101.81
16/04/2017,הפניקס אגח 1,7670102,צמוד מדד,1.01%,1.43,הפניקס,A+,126.3
16/04/2017,הראל הנפ אגח יא,1136316,לא צמוד,3.57%,8.65,הראל,AA-,108.57
16/04/2017,הראל הנפ אגח יב,1138163,לא צמוד,3.75%,9.41,הראל,AA-,103.37
16/04/2017,הראל הנפ אגח יג,1138171,לא צמוד,3.84%,10.03,הראל,AA-,102.62
16/04/2017,הראל הנפק אגח א,1099738,צמוד מדד,0.99%,2.61,הראל,AA,132.45
16/04/2017,הראל הנפק אגח ב,1119197,לא צמוד,1.03%,1.11,הראל,AA-,101.28
16/04/2017,הראל הנפק אגח ג,1119205,לא צמוד,1.16%,2.08,הראל,AA-,101.91
16/04/2017,הראל הנפק אגח ד,1119213,צמוד מדד,1.00%,2.94,הראל,AA-,118.24
16/04/2017,הראל הנפק אגח ה,1119221,צמוד מדד,1.20%,3.82,הראל,AA-,120.33
16/04/2017,הראל הנפק אגח ו,1126069,צמוד מדד,1.47%,5.49,הראל,AA-,117.82
16/04/2017,הראל הנפק אגח ז,1126077,צמוד מדד,1.69%,6.29,הראל,AA-,118.41
16/04/2017,הראל הנפק אגח ח,1128875,צמוד מדד,1.41%,4.77,הראל,AA-,107.93
16/04/2017,הראל הנפק אגח ט,1134030,צמוד מדד,2.17%,7.87,הראל,AA-,102.57
16/04/2017,הראל הנפק אגח י,1134048,צמוד מדד,2.29%,8.67,הראל,AA-,101.72
16/04/2017,וורטון אגח א,1140169,לא צמוד,3.78%,4.39,וורטון,AA-,101.28
16/04/2017,וילאר אגח ד,4160099,צמוד מדד,1.07%,0.7,וילאר,AA,123.01
16/04/2017,וילאר אגח ה,4160107,לא צמוד,0.82%,0.87,וילאר,AA,104.5
16/04/2017,וילאר אגח ו,4160115,צמוד מדד,1.10%,2.78,וילאר,AA,116.05
16/04/2017,וילאר אגח ז,4160149,לא צמוד,1.97%,4.26,וילאר,AA,113.11
16/04/2017,וילאר אגח ח,4160156,לא צמוד,2.86%,6.3,וילאר,AA,98.99
16/04/2017,חברה לישראלאגח7,5760160,צמוד מדד,1.48%,2.3,חברה לישראל,A,129.97
16/04/2017,חברה לישראלאגח9,5760202,לא צמוד,0.77%,0.69,חברה לישראל,A,105.69
16/04/2017,חברהלישראלאגח10,5760236,לא צמוד,2.82%,4.65,חברה לישראל,A,107.72
16/04/2017,חג'ג' אגח ה,8230161,לא צמוד,4.00%,2.06,חג'ג',BBB+,106
16/04/2017,חג'ג' אגח ו,8230179,לא צמוד,5.30%,2.01,חג'ג',BBB+,107.33
16/04/2017,חג'ג' אגח ז,8230195,לא צמוד,5.16%,3.77,חג'ג',BBB+,101.15
16/04/2017,חשמל אגח 26,6000202,לא צמוד,2.01%,4.63,חשמל,AA,113.53
16/04/2017,חשמל אגח 27,6000210,צמוד מדד,2.46%,8.91,חשמל,AA,113
16/04/2017,חשמל אגח 28,6000228,לא צמוד,1.58%,3.6,חשמל,AA,111.15
16/04/2017,חשמל אגח 29,6000236,צמוד מדד,2.11%,7.18,חשמל,AA,118.89
16/04/2017,טאואר אגח ז,1138494,לא צמוד,2.46%,4.21,טאואר,A,101.58
16/04/2017,טן דלק אגח ב,1121862,צמוד מדד,2.63%,0.2,טן דלק,BBB+,106.96
16/04/2017,טן דלק אגח ג,1131457,לא צמוד,2.05%,2.29,טן דלק,BBB+,108.02
16/04/2017,יו.טי.אס אגח ח,4590147,לא צמוד,2.87%,2.99,יו טי אס,A,102.29
16/04/2017,יו.טי.אס אגח ט,4590162,צמוד מדד,2.28%,3.03,יו טי אס,A,101.67
16/04/2017,יואל אגח 3,5830104,צמוד מדד,0.95%,0.48,יואל,AA-,100.18
16/04/2017,ירושליםהנ אגחיד,1123587,לא צמוד,1.08%,2.33,יואל,A-,101.4
16/04/2017,ירושליםהנפ אגחח,1121201,לא צמוד,0.84%,1.36,ירושלים,A+,100.86
16/04/2017,ירושליםהנפ אגחט,1127422,צמוד מדד,0.80%,2.66,ירושלים,A+,104.48
16/04/2017,ירושליםהנפ הת ג,1103738,צמוד מדד,7.17%,0.06,ירושלים,A-,124.19
16/04/2017,ירושליםהנפ נד10,1127414,צמוד מדד,1.08%,3.09,ירושלים,A-,105.6
16/04/2017,ירושליםהנפ נד11,1138551,צמוד מדד,2.26%,3.88,ירושלים,BBB+,5260000
16/04/2017,ישפרו אגח ב,7430069,צמוד מדד,0.86%,2.12,ישפרו,A,132.79
16/04/2017,ישרס אגח ו,6130124,צמוד מדד,11.24%,0.04,ישרס,AA-,105.9
16/04/2017,ישרס אגח טו,6130207,צמוד מדד,1.85%,6.76,ישרס,AA-,99.36
16/04/2017,ישרס אגח יא,6130165,לא צמוד,1.25%,1.63,ישרס,AA-,112.1
16/04/2017,ישרס אגח יג,6130181,צמוד מדד,1.95%,4.07,ישרס,AA-,107.39
16/04/2017,ישרס אגח יד,6130199,לא צמוד,3.05%,5.37,ישרס,AA-,111.78
16/04/2017,כיל אגח ה,2810299,לא צמוד,2.40%,5.12,כיל,AA,100.44
16/04/2017,כללביט אגח א,1097138,צמוד מדד,1.01%,2.02,כללביט,AA,132.17
16/04/2017,כללביט אגח ג,1120120,צמוד מדד,1.23%,4,כללביט,AA-,118.47
16/04/2017,כללביט אגח ו,1120138,לא צמוד,1.18%,0.29,כללביט,AA-,102.5
16/04/2017,כללביט אגח ז,1132950,צמוד מדד,1.81%,6.22,כללביט,AA-,103.92
16/04/2017,כללביט אגח ח,1132968,לא צמוד,2.46%,5.12,כללביט,AA-,110.17
16/04/2017,כנפיים אגח ה,5430095,לא צמוד,1.83%,1.66,כנפיים,A-,112.15
16/04/2017,כנפיים אגח ז,5430137,לא צמוד,2.95%,3.59,כנפיים,A-,112.35
16/04/2017,לאומי אגח 177,6040315,צמוד מדד,0.85%,3.17,לאומי,AAA,99.35
16/04/2017,לאומי אגח 178,6040323,לא צמוד,2.26%,6.34,לאומי,AAA,105.04
16/04/2017,לאומי התח נד ח,6040232,צמוד מדד,0.57%,0.56,לאומי התחיבויות,AA+,121.58
16/04/2017,לאומי התח נד יב,6040273,צמוד מדד,0.36%,0.4,לאומי התחיבויות,AA+,108.53
16/04/2017,לאומי התח נד יג,6040281,לא צמוד,0.24%,0.4,לאומי התחיבויות,AA+,105.3
16/04/2017,לאומי התח נד יד,6040299,צמוד מדד,0.69%,3.39,לאומי התחיבויות,AA+,113.36
16/04/2017,לאומי שה נד 200,6040141,צמוד מדד,1.02%,3.54,לאומי שה,AA,119.88
16/04/2017,לאומי שה נד 201,6040158,לא צמוד,1.25%,3.69,לאומי שה,AA,101.39
16/04/2017,לאומי שה נד 300,6040257,צמוד מדד,0.99%,3.07,לאומי שה,AA,124.27
16/04/2017,לאומי שה נד 301,6040265,לא צמוד,1.24%,3.2,לאומי שה,AA,103.33
16/04/2017,לודן אגח ד,1134857,לא צמוד,3.10%,2.51,לודן,BBB+,107.8
16/04/2017,לוינשט נכ אגח א,1119098,לא צמוד,1.41%,1.17,לוינשט,A,103.1
16/04/2017,לוינשט נכ אגח ב,1139716,צמוד מדד,2.34%,5.7,לוינשט,A,100.62
