תאריך,שם נייר ערך,"מספר ני""ע",סוג,תשואה ברוטו,"מח""מ",,דירוג מעלות,שער אחרון
12/12/2016,בזק אגח 10,2300184,צמוד מדד,1.91,7.18,בזק,AA,102.18
12/12/2016,בזק אגח 6,2300143,צמוד מדד,1.12,3.75,בזק,AA,113.2
12/12/2016,בזק אגח 7,2300150,לא צמוד,1.38,3.84,בזק,AA,100.8
12/12/2016,בזק אגח 8,2300168,לא צמוד,0.23,0.47,בזק,AA,102.7
12/12/2016,בזק אגח 9,2300176,לא צמוד,3.30,6.83,בזק,AA,102.66
12/12/2016,בינל הנפק אגח ג,1093681,צמוד מדד,1.08,1.12,בינל,AA+,128.26
12/12/2016,בינל הנפק אגח ח,1134212,לא צמוד,1.47,2.97,בינל,AA+,103.22
12/12/2016,בינל הנפק אגח ט,1135177,צמוד מדד,0.69,3.25,בינל,AA+,101.75
12/12/2016,בינל הנפק התח ד,1103126,צמוד מדד,0.82,2.19,בינל,AA,130.65
12/12/2016,בינל הנפק התח ה,1105576,צמוד מדד,1.26,0.49,בינל,AA,121.17
12/12/2016,בינל הנפק התח כ,1121953,צמוד מדד,0.68,2.06,בינל,AA,113.18
12/12/2016,בינל הנפק התחכא,1126598,צמוד מדד,0.71,2.49,בינל,AA,107.67
12/12/2016,בינל הנפק התחכב,1138585,צמוד מדד,2.47,4.27,בינל,A+,5160000
12/12/2016,בינלהנפ שה נד ב,1091164,צמוד מדד,0.65,1.2,בינל,AA,131.22
12/12/2016,בית הזהב אגח ב,2350072,לא צמוד,3.55,4.55,בית הזהב,BBB+,108.98
12/12/2016,בית הזהב אגח ג,2350080,לא צמוד,3.59,5.36,בית הזהב,BBB+,100.4
12/12/2016,בראק אן וי אגחא,1122860,צמוד מדד,1.24,1.99,ברקן אן וי,AA-,114.08
12/12/2016,בראק אן וי אגחב,1128347,צמוד מדד,1.72,4.8,ברקן אן וי,AA-,109.8
12/12/2016,בראק אן וי אגחג,1133040,צמוד מדד,3.00,7,ברקן אן וי,AA-,103.48
12/12/2016,ברוקלנד אגח א,1132307,לא צמוד,7.20,2.22,ברוקלנד,BBB+,99.59
12/12/2016,ברוקלנד אגח ב,1136993,לא צמוד,9.48,3.4,ברוקלנד,BBB+,99
12/12/2016,ברם אגח א,1135730,לא צמוד,2.70,2.69,ברם,BBB+,106.3
12/12/2016,ג'י.אף.אי אגח א,1134915,לא צמוד,7.78,2.87,ג'י.אף.איי,A-,102.01
12/12/2016,גב ים אגח ה,7590110,צמוד מדד,1.33,0.79,גב ים,AA-,124.62
12/12/2016,גב ים אגח ו,7590128,צמוד מדד,1.96,5.94,גב ים,AA-,142.72
12/12/2016,גב ים אגח ז,7590144,לא צמוד,0.81,0.86,גב ים,AA-,105.66
12/12/2016,גזית גלוב אגח ג,1260306,צמוד מדד,1.49,1.25,גזית גלוב,AA-,131.58
12/12/2016,גזית גלוב אגח ד,1260397,צמוד מדד,1.85,3.12,גזית גלוב,AA-,134.42
12/12/2016,גזית גלוב אגח ה,1260421,לא צמוד,1.25,0.79,גזית גלוב,AA-,100.03
12/12/2016,גזית גלוב אגח ו,1260405,לא צמוד,1.53,0.05,גזית גלוב,AA-,106.32
12/12/2016,גזית גלוב אגח ט,1260462,צמוד מדד,1.44,1.47,גזית גלוב,AA-,126.26
12/12/2016,גזית גלוב אגח י,1260488,צמוד מדד,1.08,2.52,גזית גלוב,AA-,129.97
12/12/2016,גזית גלוב אגחיא,1260546,צמוד מדד,2.93,5.1,גזית גלוב,AA-,117.07
12/12/2016,גזית גלוב אגחיב,1260603,צמוד מדד,4.03,7.56,גזית גלוב,AA-,101.79
12/12/2016,גלובל כנפ אגח א,1121482,לא צמוד,2.41,1.88,גלובל כנפיים,A-,108.91
12/12/2016,דה זראסאי אגח א,1127901,צמוד מדד,1.70,2.57,דה זראסאי,AA-,110.99
12/12/2016,דה זראסאי אגח ב,1131028,לא צמוד,3.04,3.79,דה זראסאי,AA-,109.98
12/12/2016,דה זראסאי אגח ג,1137975,לא צמוד,4.33,5.74,דה זראסאי,AA-,100.69
12/12/2016,דה לסר אגח ב,1118587,צמוד מדד,3.06,1.43,דה לסר,A-,113.85
12/12/2016,דה לסר אגח ג,1127299,צמוד מדד,4.75,2.42,דה לסר,A-,103.9
12/12/2016,דה לסר אגח ד,1132059,צמוד מדד,5.09,3.6,דה לסר,A-,91.63
12/12/2016,דה לסר אגח ה,1135664,לא צמוד,7.93,5.41,דה לסר,A-,96
12/12/2016,דורסל אגח ב,1132711,צמוד מדד,1.93,1.97,דורסל,A-,103
12/12/2016,דורסל אגח ג,1139427,לא צמוד,3.91,5.11,דורסל,A-,98.49
12/12/2016,דיסק השק אגח ו,6390207,צמוד מדד,4.70,4.28,דיסקונט השקעות,BBB-,126.65
12/12/2016,דיסק השק אגח ז,6390215,לא צמוד,4.29,0.05,דיסקונט השקעות,BBB-,106.13
12/12/2016,דיסק השק אגח ח,6390223,צמוד מדד,2.64,1.5,דיסקונט השקעות,BBB-,125.16
12/12/2016,דיסק השק אגח ט,6390249,לא צמוד,1.60,0.48,דיסקונט השקעות,BBB-,108.73
12/12/2016,דיסק התח נד י,6910129,צמוד מדד,0.81,3.77,דיסקונט התחיבויות,AA-,119.89
12/12/2016,דיסק התח נד יא,6910137,לא צמוד,1.70,3.64,דיסקונט התחיבויות,AA-,118.08
12/12/2016,דיסק מנ שה נד 1,7480098,צמוד מדד,1.22,3.05,דיסקונט מנ,A+,132.4
12/12/2016,דיסקונט מנ הת א,7480015,צמוד מדד,1.74,0.78,דיסקונט מנ,AA-,132.47
12/12/2016,דיסקונט מנ הת ב,7480023,צמוד מדד,0.57,1.93,דיסקונט מנ,AA-,134.06
12/12/2016,דיסקונט מנ הת ד,7480049,צמוד מדד,0.74,3.24,דיסקונט מנ,AA-,133.41
12/12/2016,דיסקונט מנ הת ה,7480031,לא צמוד,0.81,1.19,דיסקונט מנ,AA-,111.09
12/12/2016,דיסקונט מנ הת ח,7480072,צמוד מדד,3.34,0.24,דיסקונט מנ,AA-,119.96
12/12/2016,דיסקונט מנ הת ט,7480106,לא צמוד,0.67,0.71,דיסקונט מנ,AA-,101.15
12/12/2016,דיסקונט שה א,6910095,צמוד מדד,1.84,4.5,דיסקונט שה,A-,139.92
12/12/2016,דלק קב אגח יג,1105543,צמוד מדד,1.80,3.3,קבוצת דלק,A,133.04
12/12/2016,דלק קב אגח כב,1106046,צמוד מדד,1.89,3.49,קבוצת דלק,A,133.45
12/12/2016,דלק קב אגח לא,1134790,לא צמוד,4.27,5.55,קבוצת דלק,A,101.73
12/12/2016,דקסיה הנ אגח י,1134147,צמוד מדד,1.40,6.2,דקסיה,AA-,101.85
12/12/2016,דקסיה הנ אגח יא,1134154,לא צמוד,1.22,3.24,דקסיה,AA-,99.72
12/12/2016,דקסיה הנפ אגח ב,1095066,צמוד מדד,0.65,2.43,דקסיה,AA-,131.15
12/12/2016,דקסיה הנפ אגח ז,1119825,צמוד מדד,0.83,3.48,דקסיה,AA-,118.75
12/12/2016,דקסיה הנפ אגח ט,1126051,לא צמוד,0.69,0.3,דקסיה,AA-,100.45
12/12/2016,דקסיה הנפ נד יג,1125194,צמוד מדד,1.25,1.92,דקסיה,A,114.6
12/12/2016,דקסיה הנפ נד יד,1129907,צמוד מדד,1.33,3.66,דקסיה,A,104.59
12/12/2016,הכשרת ישוב אג12,6120117,צמוד מדד,1.00,0.48,הכש החזקות,BBB+,124.05
12/12/2016,הכשרת ישוב אג13,6120125,צמוד מדד,1.80,0.87,הכשרת הישוב,BBB+,124.56
12/12/2016,הכשרת ישוב אג14,6120141,לא צמוד,1.39,0.71,הכשרת הישוב,BBB+,102.9
12/12/2016,הכשרת ישוב אג16,6120166,צמוד מדד,2.10,1.94,הכשרת הישוב,BBB+,108.29
12/12/2016,הכשרת ישוב אג17,6120182,צמוד מדד,2.54,2.61,הכשרת הישוב,BBB+,107.64
12/12/2016,הכשרת ישוב אג18,6120190,לא צמוד,4.78,2.99,הכשרת הישוב,BBB+,103.65
12/12/2016,הכשרת ישוב אג19,6120208,לא צמוד,4.16,4.73,הכשרת הישוב,BBB+,100.36
12/12/2016,הפניקס אגח 1,7670102,צמוד מדד,0.85,1.25,הפניקס,A+,130.02
12/12/2016,הראל הנפ אגח יא,1136316,לא צמוד,4.14,8.75,הראל,AA-,104.27
12/12/2016,הראל הנפ אגח יב,1138163,לא צמוד,4.32,9.4,הראל,AA-,99.72
12/12/2016,הראל הנפ אגח יג,1138171,לא צמוד,4.39,9.98,הראל,AA-,98.94
12/12/2016,הראל הנפק אגח א,1099738,צמוד מדד,0.92,2.41,הראל,AA,135.81
12/12/2016,הראל הנפק אגח ב,1119197,לא צמוד,0.90,1.45,הראל,AA-,101.6
12/12/2016,הראל הנפק אגח ג,1119205,לא צמוד,0.98,2.41,הראל,AA-,102.47
12/12/2016,הראל הנפק אגח ד,1119213,צמוד מדד,1.15,3.28,הראל,AA-,117.72
12/12/2016,הראל הנפק אגח ה,1119221,צמוד מדד,1.29,4.16,הראל,AA-,119.81
12/12/2016,הראל הנפק אגח ו,1126069,צמוד מדד,1.73,5.83,הראל,AA-,115.95
12/12/2016,הראל הנפק אגח ז,1126077,צמוד מדד,1.91,6.62,הראל,AA-,116.43
12/12/2016,הראל הנפק אגח ח,1128875,צמוד מדד,1.57,5.12,הראל,AA-,106.8
12/12/2016,הראל הנפק אגח ט,1134030,צמוד מדד,2.60,8.1,הראל,AA-,99.6
12/12/2016,הראל הנפק אגח י,1134048,צמוד מדד,2.65,8.88,הראל,AA-,99.02
12/12/2016,וילאר אגח ד,4160099,צמוד מדד,1.20,0.53,וילאר,AA,125.9
12/12/2016,וילאר אגח ה,4160107,לא צמוד,1.27,1.19,וילאר,AA,106.27
12/12/2016,וילאר אגח ו,4160115,צמוד מדד,1.05,3.07,וילאר,AA,118.1
12/12/2016,וילאר אגח ז,4160149,לא צמוד,2.48,4.5,וילאר,AA,112.03
12/12/2016,וילאר אגח ח,4160156,לא צמוד,3.37,6.56,וילאר,AA,95.85
12/12/2016,חברה לישראלאגח7,5760160,צמוד מדד,1.93,2.14,חברה לישראל,A,129.05
12/12/2016,חברה לישראלאגח9,5760202,לא צמוד,1.19,0.54,חברה לישראל,A,105.5
12/12/2016,חברהלישראלאגח10,5760236,לא צמוד,3.55,4.96,חברה לישראל,A,102.94
12/12/2016,חג'ג' אגח ה,8230161,לא צמוד,4.70,2.33,חג'ג',BBB+,105.91
12/12/2016,חג'ג' אגח ו,8230179,לא צמוד,4.95,2.36,חג'ג',BBB+,103.32
12/12/2016,חשמל אגח 26,6000202,לא צמוד,2.57,4.86,חשמל,AA,112.17
12/12/2016,חשמל אגח 27,6000210,צמוד מדד,2.59,9.01,חשמל,AA,112.56
12/12/2016,טאואר אגח ז,1138494,לא צמוד,2.93,4.45,טאואר,A,100.99
12/12/2016,טלדור אגח ב,4770145,צמוד מדד,3.09,0.28,טלדור,A-,122.02
12/12/2016,טן דלק אגח ב,1121862,צמוד מדד,4.27,0.53,טן דלק,BBB+,108.2
12/12/2016,טן דלק אגח ג,1131457,לא צמוד,2.54,2.63,טן דלק,BBB+,105.91
12/12/2016,יואל אגח 3,5830104,צמוד מדד,1.44,0.57,יואל,AA-,100.42
12/12/2016,ירושליםהנ אגחיד,1123587,לא צמוד,1.19,2.66,ירושלים,A-,101.2
12/12/2016,ירושליםהנפ אגחב,1096510,צמוד מדד,4.68,0.21,ירושלים,A+,124.63
12/12/2016,ירושליםהנפ אגחח,1121201,לא צמוד,1.04,1.7,ירושלים,A+,100.61
12/12/2016,ירושליםהנפ אגחט,1127422,צמוד מדד,0.92,2.94,ירושלים,A+,106.18
12/12/2016,ירושליםהנפ הת ג,1103738,צמוד מדד,3.37,0.4,ירושלים,A-,123.42
12/12/2016,ירושליםהנפ נד10,1127414,צמוד מדד,1.48,3.39,ירושלים,A-,105.24
12/12/2016,ירושליםהנפ נד11,1138551,צמוד מדד,2.36,4.15,ירושלים,BBB+,5310278
12/12/2016,ישפרו אגח ב,7430069,צמוד מדד,1.19,1.97,ישפרו,A,132.58
12/12/2016,כיל אגח ה,2810299,לא צמוד,2.92,5.39,כיל,AA,98.18
12/12/2016,כללביט אגח א,1097138,צמוד מדד,0.96,2.36,כללביט,AA,132.21
12/12/2016,כללביט אגח ג,1120120,צמוד מדד,1.36,4.27,כללביט,AA-,119.59
12/12/2016,כללביט אגח ו,1120138,לא צמוד,0.92,0.62,כללביט,AA-,105.1
12/12/2016,כללביט אגח ז,1132950,צמוד מדד,2.30,6.48,כללביט,AA-,101.19
12/12/2016,כללביט אגח ח,1132968,לא צמוד,3.11,5.34,כללביט,AA-,107.67
12/12/2016,כנפיים אגח ה,5430095,לא צמוד,2.18,1.72,כנפיים,A-,113.07
12/12/2016,כנפיים אגח ז,5430137,לא צמוד,3.82,3.79,כנפיים,A-,110.74
12/12/2016,לאומי אגח 177,6040315,צמוד מדד,0.82,3.51,לאומי,AAA,99.42
12/12/2016,לאומי אגח 178,6040323,לא צמוד,2.68,6.58,לאומי,AAA,102.91
12/12/2016,לאומי התח נד ח,6040232,צמוד מדד,0.63,0.9,לאומי התחיבויות,AA+,121.74
12/12/2016,לאומי התח נד יב,6040273,צמוד מדד,0.68,0.74,לאומי התחיבויות,AA+,108.43
12/12/2016,לאומי התח נד יג,6040281,לא צמוד,0.38,0.74,לאומי התחיבויות,AA+,105.08
12/12/2016,לאומי התח נד יד,6040299,צמוד מדד,0.75,3.73,לאומי התחיבויות,AA+,113.18
12/12/2016,לאומי שה נד 200,6040141,צמוד מדד,1.12,3.85,לאומי,AA,120.37
12/12/2016,לאומי שה נד 201,6040158,לא צמוד,1.40,4.02,לאומי,AA,100.83
12/12/2016,לאומי שה נד 300,6040257,צמוד מדד,1.05,3.38,לאומי,AA,125.29
12/12/2016,לאומי שה נד 301,6040265,לא צמוד,1.37,3.53,לאומי,AA,103.1
12/12/2016,לודן אגח ד,1134857,לא צמוד,4.29,2.77,לודן,BBB+,106
12/12/2016,לוינשט נכ אגח א,1119098,לא צמוד,1.77,1.5,לוינשט,A,103
12/12/2016,לונשטן הנד אגחג,5730080,לא צמוד,2.75,3.38,לונשטן,A,104.45
12/12/2016,לייטסטון אגח א,1133891,לא צמוד,5.27,3.91,לייטסטון,A+,103.51
12/12/2016,מבני תעש אגח ח,2260131,צמוד מדד,1.36,1.18,מבני תעש,A-,127.05
12/12/2016,מבני תעש אגח ט,2260180,צמוד מדד,1.91,0.53,מבני תעש,A-,127.64
12/12/2016,מבני תעש אגח טו,2260420,לא צמוד,3.63,3.84,מבני תעש,A-,109.77
12/12/2016,מבני תעש אגח טז,2260438,לא צמוד,4.30,5.57,מבני תעש,A-,110.93
12/12/2016,מבני תעש אגח יד,2260412,צמוד מדד,2.09,1.89,מבני תעש,A-,109.01
12/12/2016,מבני תעש אגח יז,2260446,צמוד מדד,2.75,5.95,מבני תעש,A-,107.84
12/12/2016,מבני תעש אגח יח,2260479,צמוד מדד,2.01,6.43,מבני תעש,A-,107.19
12/12/2016,מבני תעש אגח יט,2260487,צמוד מדד,2.56,7.92,מבני תעש,A-,101.03
12/12/2016,מגה אור אגח ג,1127323,צמוד מדד,1.08,2.71,מגה אור,A,111.76
12/12/2016,מגה אור אגח ד,1130632,צמוד מדד,1.92,4.13,מגה אור,A,106.39
12/12/2016,מגה אור אגח ה,1132687,לא צמוד,2.78,4.67,מגה אור,A,106.27
12/12/2016,מגה אור אגח ו,1138668,צמוד מדד,2.60,6.38,מגה אור,A,98
12/12/2016,מז טפ הנפק 35,2310118,צמוד מדד,0.73,2.04,מזרחי טפחות,AAA,108.71
12/12/2016,מז טפ הנפק 36,2310126,צמוד מדד,0.82,0.72,מזרחי טפחות,AAA,99.41
12/12/2016,מז טפ הנפק 37,2310134,לא צמוד,1.52,3.32,מזרחי טפחות,AAA,105.54
12/12/2016,מז טפ הנפק 38,2310142,צמוד מדד,0.91,2.72,מזרחי טפחות,AAA,98.69
12/12/2016,מז טפ הנפק 39,2310159,צמוד מדד,0.62,3.1,מזרחי טפחות,AAA,99.81
12/12/2016,מז טפ הנפק 40,2310167,לא צמוד,2.99,7.51,מזרחי טפחות,AAA,101.47
12/12/2016,מז טפ הנפק 41,2310175,לא צמוד,2.23,5.14,מזרחי טפחות,AAA,102.48
12/12/2016,מז טפ הנפק 42,2310183,צמוד מדד,1.16,12.75,מזרחי טפחות,AAA,98.84
12/12/2016,מז טפ הנפק 43,2310191,צמוד מדד,0.80,4.29,מזרחי טפחות,AAA,116.79
12/12/2016,מז טפ הנפק 44,2310209,צמוד מדד,1.06,5.64,מזרחי טפחות,AAA,99.87
12/12/2016,מז טפ הנפק הת30,2310068,צמוד מדד,1.30,0.45,מזרחי טפחות,AA+,123.42
12/12/2016,מז טפ הנפק הת31,2310076,צמוד מדד,0.67,2.68,מזרחי טפחות,AA+,113.21
12/12/2016,מזרח טפחות שה א,6950083,צמוד מדד,1.62,4.55,מזרחי טפחות שה,A+,137.43
12/12/2016,מישורים אגח ב,1120351,צמוד מדד,13.25,0.71,מישורים,BBB,111.99
12/12/2016,מישורים אגח ג,1127513,צמוד מדד,2.19,1.9,מישורים,BBB,111.2
12/12/2016,מישורים אגח ד,1132729,צמוד מדד,3.48,3.22,מישורים,BBB,106.96
12/12/2016,מליסרון אגח ד,3230083,צמוד מדד,0.84,0.7,מליסרון,AA-,120.66
12/12/2016,מליסרון אגח ה,3230091,צמוד מדד,1.08,3.14,מליסרון,AA-,127.49
12/12/2016,מליסרון אגח ו,3230125,צמוד מדד,1.49,3.56,מליסרון,AA-,115.94
12/12/2016,מליסרון אגח ז,3230141,צמוד מדד,1.14,3.52,מליסרון,AA-,110.18
12/12/2016,מליסרון אגח ח,3230166,צמוד מדד,1.36,4.47,מליסרון,AA-,107.08
12/12/2016,מליסרון אגח ט,3230174,צמוד מדד,1.46,3.21,מליסרון,AA-,103.16
12/12/2016,מליסרון אגח טו,3230240,לא צמוד,3.88,6.2,מליסרון,AA-,100.07
12/12/2016,מליסרון אגח י,3230190,צמוד מדד,2.40,7.2,מליסרון,AA-,97.11
12/12/2016,מליסרון אגח יא,3230208,צמוד מדד,2.59,7.05,מליסרון,AA-,99.04
12/12/2016,מליסרון אגח יב,3230216,צמוד מדד,1.15,0.95,מליסרון,AA-,124.74
12/12/2016,מליסרון אגח יג,3230224,צמוד מדד,1.41,3.25,מליסרון,AA-,123.57
12/12/2016,מליסרון אגח יד,3230232,צמוד מדד,2.52,7.73,מליסרון,AA-,98.57
12/12/2016,ממן אגח ב,2380046,לא צמוד,2.36,3.75,ממן,A+,103.42
12/12/2016,מנדלסוןתשת אגחג,1127638,צמוד מדד,1.41,1.16,מנדלסון,A,107.5
12/12/2016,מנרב אגח א,1550037,לא צמוד,2.72,3.47,מנרב,A,103.75
12/12/2016,מנרב אגח ב,1550052,צמוד מדד,3.26,6.91,מנרב,A,96.83
12/12/2016,מרכנתיל הנ אגחב,1138205,לא צמוד,2.07,5,מרכנתיל,AA,101.43
12/12/2016,נאוי אגח ב,2080166,לא צמוד,1.68,1.19,נאוי,A-,102.01
12/12/2016,נאוי אגח ג,2080174,לא צמוד,1.71,0.8,נאוי,A-,98.63
12/12/2016,נורסטאר אגח ח,7230295,לא צמוד,2.13,1.62,נורסטאר,A+,98.33
12/12/2016,נורסטאר אגח ט,7230303,צמוד מדד,1.90,2.27,נורסטאר,A+,117.78
12/12/2016,נורסטאר אגח י,7230345,צמוד מדד,3.08,3.95,נורסטאר,A+,107.39
12/12/2016,נורסטאר אגח יא,7230352,צמוד מדד,4.01,6.03,נורסטאר,A+,95.47
12/12/2016,נייר חדרה אגח 3,6320071,צמוד מדד,1.24,1.06,נייר חדרה,A,119.71
12/12/2016,נייר חדרה אגח 5,6320097,לא צמוד,0.99,0.95,נייר חדרה,A,104.87
12/12/2016,נייר חדרה אגח 6,6320105,לא צמוד,3.08,4.53,נייר חדרה,A,116.17
12/12/2016,נכסים ובנ אגח ג,6990139,צמוד מדד,0.77,0.95,נכסים ובניו,A,124.5
12/12/2016,נכסים ובנ אגח ד,6990154,צמוד מדד,2.57,5.63,נכסים ובניו,A,139.5
12/12/2016,נץ ארהב אגח 1,5160064,לא צמוד,5.94,1.65,נץ ארהב,BBB+,106
12/12/2016,נצבא אגח ה,1120468,צמוד מדד,1.10,3.03,נצבא,AA,113.53
12/12/2016,נצבא אגח ו,1128032,צמוד מדד,1.65,5.7,נצבא,AA,109.53
12/12/2016,סטרוברי אגח א,1136951,לא צמוד,5.30,3.15,סטרוברי,A,106.57
12/12/2016,סלקום אגח ב,1096270,צמוד מדד,4.29,0.06,סלקום,A+,125.48
12/12/2016,סלקום אגח ד,1107333,צמוד מדד,1.34,0.55,סלקום,A+,121.77
12/12/2016,סלקום אגח ה,1113661,לא צמוד,1.50,0.06,סלקום,A+,106.15
12/12/2016,סלקום אגח ו,1125996,צמוד מדד,1.34,1.78,סלקום,A+,110.62
12/12/2016,סלקום אגח ז,1126002,לא צמוד,1.32,1.12,סלקום,A+,109.59
12/12/2016,סלקום אגח ח,1132828,צמוד מדד,1.94,4.53,סלקום,A+,101.14
12/12/2016,סלקום אגח ט,1132836,לא צמוד,3.12,4.75,סלקום,A+,106.85
12/12/2016,סלקום אגח י,1139245,צמוד מדד,2.54,6.63,סלקום,A+,100.09
12/12/2016,סלקום אגח יא,1139252,לא צמוד,3.95,6.35,סלקום,A+,98.51
12/12/2016,ספנסר אגח א,1133800,לא צמוד,5.05,3.5,ספנסר,A,106.67
12/12/2016,עזריאלי אגח ב,1134436,צמוד מדד,0.99,4.2,עזריאלי,AA+,98.65
12/12/2016,עזריאלי אגח ג,1136324,צמוד מדד,1.47,5.7,עזריאלי,AA+,101.76
12/12/2016,פועל הנ שה נד 1,1940444,צמוד מדד,1.04,3.2,פועלים,AA,132.6
12/12/2016,פועלים הנ אגח29,1940485,לא צמוד,0.89,1.43,פועלים,AAA,107.43
12/12/2016,פועלים הנ אגח30,1940493,לא צמוד,0.58,1.93,פועלים,AAA,102.55
12/12/2016,פועלים הנ אגח31,1940527,צמוד מדד,0.30,1.13,פועלים,AAA,109.01
12/12/2016,פועלים הנ אגח32,1940535,צמוד מדד,0.96,5.01,פועלים,AAA,126.93
12/12/2016,פועלים הנ אגח33,1940568,צמוד מדד,0.93,2.71,פועלים,AAA,102.19
12/12/2016,פועלים הנ אגח34,1940576,צמוד מדד,0.66,3.23,פועלים,AAA,101.43
12/12/2016,פועלים הנ הת טו,1940543,צמוד מדד,0.98,4.95,פועלים,AA+,120.66
12/12/2016,פועלים הנ הת טז,1940550,לא צמוד,1.85,4.73,פועלים,AA+,127.27
12/12/2016,פועלים הנ הת יא,1940410,לא צמוד,1.19,2.16,פועלים,AA+,115.26
12/12/2016,פועלים הנ הת יג,1940436,לא צמוד,0.40,0.71,פועלים,AA+,101.56
12/12/2016,פועלים הנ הת יד,1940501,צמוד מדד,0.84,4.18,פועלים,AA+,119.75
12/12/2016,פועלים הנפ הת ט,1940386,צמוד מדד,0.84,1.02,פועלים,AA+,124.07
12/12/2016,פועלים הנפ הת י,1940402,צמוד מדד,0.79,2.2,פועלים,AA+,132.83
12/12/2016,"פועלים ש""ה נד א",6620207,צמוד מדד,6.75,0.04,פועלים שה,A+,130.5
