תאריך,שם נייר ערך,"מספר ני""ע",סוג,תשואה ברוטו,"מח""מ",,דירוג מעלות,שער אחרון
23/05/2017,אשטרום נכ אגח10,2510204,צמוד מדד,2.27%,6.31,אשטרום,A,106.36
23/05/2017,אשטרום קב אגח א,1132323,צמוד מדד,1.85%,4.23,אשטרום,A,102.53
23/05/2017,אשטרום קב אגח ב,1132331,לא צמוד,2.83%,4.09,אשטרום,A,105.94
23/05/2017,אשטרום קב אגח ג,1140102,לא צמוד,3.59%,5.91,אשטרום,A,105.49
23/05/2017,בזן אגח א,2590255,צמוד מדד,0.85%,1.55,בזן,A-,126.59
23/05/2017,בזן אגח ד,2590362,לא צמוד,1.87%,2.62,בזן,A-,113.7
23/05/2017,בזן אגח ה,2590388,לא צמוד,2.84%,4.67,בזן,A-,117.61
23/05/2017,בזן אגח ז,2590438,צמוד מדד,0.85%,1.79,בזן,A-,131.99
23/05/2017,בזק אגח 10,2300184,צמוד מדד,1.47%,6.82,בזק,AA,104.99
23/05/2017,בזק אגח 6,2300143,צמוד מדד,0.53%,3.37,בזק,AA,113.95
23/05/2017,בזק אגח 7,2300150,לא צמוד,0.97%,3.44,בזק,AA,101.82
23/05/2017,בזק אגח 8,2300168,לא צמוד,0.44%,0.02,בזק,AA,102.84
23/05/2017,בזק אגח 9,2300176,לא צמוד,2.83%,6.52,בזק,AA,105.46
23/05/2017,בינל הנפק אגח ג,1093681,צמוד מדד,0.75%,0.67,בינל,AA+,129.02
23/05/2017,בינל הנפק אגח ח,1134212,לא צמוד,1.06%,2.59,בינל,AA+,103
23/05/2017,בינל הנפק אגח ט,1135177,צמוד מדד,0.23%,2.83,בינל,AA+,102.55
23/05/2017,בינל הנפק התח ד,1103126,צמוד מדד,0.67%,2.24,בינל,AA,130.92
23/05/2017,בינל הנפק התח ה,1105576,צמוד מדד,0.35%,0.05,בינל,AA,121.69
23/05/2017,בינל הנפק התח כ,1121953,צמוד מדד,0.27%,2.14,בינל,AA,112.5
23/05/2017,בינל הנפק התחכא,1126598,צמוד מדד,0.25%,2.05,בינל,AA,109.01
23/05/2017,בינל הנפק התחכב,1138585,צמוד מדד,1.47%,3.84,בינל,A+,5409998
23/05/2017,בינלהנפ שה נד ב,1091164,צמוד מדד,0.82%,0.76,בינל,AA,131.3
23/05/2017,בית הזהב אגח ב,2350072,לא צמוד,2.83%,4.25,בית הזהב,BBB+,111.33
23/05/2017,בית הזהב אגח ג,2350080,לא צמוד,3.22%,5.02,בית הזהב,BBB+,101.96
23/05/2017,בראק אן וי אגחא,1122860,צמוד מדד,0.93%,1.59,ברקן אן וי,AA-,112.7
23/05/2017,בראק אן וי אגחב,1128347,צמוד מדד,1.29%,4.66,ברקן אן וי,AA-,111.32
23/05/2017,בראק אן וי אגחג,1133040,צמוד מדד,2.08%,6.74,ברקן אן וי,AA-,109.72
23/05/2017,ברוקלנד אגח א,1132307,לא צמוד,3.90%,1.85,ברוקלנד,BBB+,105.13
23/05/2017,ברוקלנד אגח ב,1136993,לא צמוד,5.31%,3.14,ברוקלנד,BBB+,111.05
23/05/2017,ברם אגח א,1135730,לא צמוד,2.03%,2.54,ברם,BBB+,107.69
23/05/2017,ג'י.אף.אי אגח א,1134915,לא צמוד,4.39%,2.59,ג'י.אף.איי,A-,110.15
23/05/2017,ג'י.אף.אי אגח ב,1140540,לא צמוד,5.17%,3.85,ג'י.אף.איי,A-,103.23
23/05/2017,גב ים אגח ה,7590110,צמוד מדד,0.49%,0.84,גב ים,AA-,125.21
23/05/2017,גב ים אגח ו,7590128,צמוד מדד,1.34%,5.64,גב ים,AA-,146
23/05/2017,גב ים אגח ז,7590144,לא צמוד,0.64%,0.44,גב ים,AA-,102.92
23/05/2017,גזית גלוב אגח ג,1260306,צמוד מדד,0.92%,0.83,גזית גלוב,AA-,129.81
23/05/2017,גזית גלוב אגח ד,1260397,צמוד מדד,1.26%,2.82,גזית גלוב,AA-,131.61
23/05/2017,גזית גלוב אגח ה,1260421,לא צמוד,0.89%,0.35,גזית גלוב,AA-,100.29
23/05/2017,גזית גלוב אגח ט,1260462,צמוד מדד,0.80%,1.06,גזית גלוב,AA-,124.66
23/05/2017,גזית גלוב אגח י,1260488,צמוד מדד,0.28%,2.17,גזית גלוב,AA-,129.19
23/05/2017,גזית גלוב אגחיא,1260546,צמוד מדד,1.90%,4.82,גזית גלוב,AA-,121.6
23/05/2017,גזית גלוב אגחיב,1260603,צמוד מדד,3.03%,7.34,גזית גלוב,AA-,109.2
23/05/2017,גלובל כנפ אגח א,1121482,לא צמוד,2.38%,1.71,גלובל כנפיים,A-,107.89
23/05/2017,דה זראסאי אגח א,1127901,צמוד מדד,1.12%,2.63,דה זראסאי,AA-,112.58
23/05/2017,דה זראסאי אגח ב,1131028,לא צמוד,2.52%,3.47,דה זראסאי,AA-,110.73
23/05/2017,דה זראסאי אגח ג,1137975,לא צמוד,3.52%,5.47,דה זראסאי,AA-,104.79
23/05/2017,דה לסר אגח ב,1118587,צמוד מדד,1.68%,1,דה לסר,A-,116.82
23/05/2017,דה לסר אגח ג,1127299,צמוד מדד,2.14%,2.07,דה לסר,A-,108.74
23/05/2017,דה לסר אגח ד,1132059,צמוד מדד,3.17%,3.26,דה לסר,A-,98.08
23/05/2017,דה לסר אגח ה,1135664,לא צמוד,5.40%,5.27,דה לסר,A-,108.53
23/05/2017,דורסל אגח ב,1132711,צמוד מדד,1.26%,2.04,דורסל,A-,104.29
23/05/2017,דורסל אגח ג,1139427,לא צמוד,2.86%,4.7,דורסל,A-,105
23/05/2017,דיסק השק אגח ו,6390207,צמוד מדד,3.54%,4.12,דיסקונט השקעות,BBB,128.84
23/05/2017,דיסק השק אגח ח,6390223,צמוד מדד,1.32%,1.06,דיסקונט התחיבויות,BBB,128.23
23/05/2017,דיסק השק אגח ט,6390249,לא צמוד,0.96%,0.63,דיסקונט התחיבויות,BBB,105.96
23/05/2017,דיסק התח נד י,6910129,צמוד מדד,0.43%,3.33,דיסקונט התחיבויות,AA,121.79
23/05/2017,דיסק התח נד יא,6910137,לא צמוד,1.32%,3.2,דיסקונט התחיבויות,AA,120.43
23/05/2017,דיסק מנ שה נד 1,7480098,צמוד מדד,0.40%,2.69,דיסקונט מנ,A+,132.49
23/05/2017,דיסקונט מנ הת א,7480015,צמוד מדד,0.83%,0.85,דיסקונט מנ,AA,129.85
23/05/2017,דיסקונט מנ הת ב,7480023,צמוד מדד,0.43%,1.49,דיסקונט מנ,AA,134.99
23/05/2017,דיסקונט מנ הת ד,7480049,צמוד מדד,0.32%,2.81,דיסקונט מנ,AA,135.34
23/05/2017,דיסקונט מנ הת ה,7480031,לא צמוד,0.83%,1.27,דיסקונט מנ,AA,108.01
23/05/2017,דיסקונט מנ הת ט,7480106,לא צמוד,0.22%,0.27,דיסקונט מנ,AA,100.47
23/05/2017,דיסקונט שה א,6910095,צמוד מדד,1.28%,4.16,דיסקונט מנ,A,141.15
23/05/2017,דלק קב אגח יג,1105543,צמוד מדד,1.33%,2.92,קבוצת דלק,A,133.05
23/05/2017,דלק קב אגח כב,1106046,צמוד מדד,1.40%,3.12,קבוצת דלק,A,133.61
23/05/2017,דלק קב אגח לא,1134790,לא צמוד,3.45%,5.26,קבוצת דלק,A,105.87
23/05/2017,דקסיה הנ אגח י,1134147,צמוד מדד,1.07%,6.36,דקסיה,AA-,103.19
23/05/2017,דקסיה הנ אגח יא,1134154,לא צמוד,0.74%,2.81,דקסיה,AA-,100.95
23/05/2017,דקסיה הנפ אגח ב,1095066,צמוד מדד,0.25%,1.99,דקסיה,AA-,132.46
23/05/2017,דקסיה הנפ אגח ז,1119825,צמוד מדד,0.37%,3.05,דקסיה,AA-,120.73
23/05/2017,דקסיה הנפ נד יג,1125194,צמוד מדד,0.97%,1.56,דקסיה,A,110.59
23/05/2017,דקסיה הנפ נד יד,1129907,צמוד מדד,1.19%,3.22,דקסיה,A,105.69
23/05/2017,הכשרת ישוב אג12,6120117,צמוד מדד,0.47%,0.29,הכשרת הישוב,A-,122.87
23/05/2017,הכשרת ישוב אג13,6120125,צמוד מדד,1.67%,0.93,הכשרת הישוב,A-,124.45
23/05/2017,הכשרת ישוב אג14,6120141,לא צמוד,1.22%,0.76,הכשרת הישוב,A-,102.92
23/05/2017,הכשרת ישוב אג15,6120158,לא צמוד,1.89%,1.95,הכשרת הישוב,A-,105.67
23/05/2017,הכשרת ישוב אג16,6120166,צמוד מדד,1.11%,1.56,הכשרת הישוב,A-,108.35
23/05/2017,הכשרת ישוב אג17,6120182,צמוד מדד,1.42%,2.24,הכשרת הישוב,A-,109.15
23/05/2017,הכשרת ישוב אג18,6120190,לא צמוד,2.27%,2.65,הכשרת הישוב,A-,109.97
23/05/2017,הכשרת ישוב אג19,6120208,לא צמוד,2.96%,4.41,הכשרת הישוב,A-,105.08
23/05/2017,הכשרת ישוב אג20,6120216,צמוד מדד,2.26%,4.7,הכשרת הישוב,A-,106.25
23/05/2017,הפניקס אגח 1,7670102,צמוד מדד,0.83%,1.33,הפניקס,A+,126.99
23/05/2017,הראל הנפ אגח יא,1136316,לא צמוד,3.37%,8.57,הראל,AA-,110.79
23/05/2017,הראל הנפ אגח יב,1138163,לא צמוד,3.48%,9.35,הראל,AA-,106.11
23/05/2017,הראל הנפ אגח יג,1138171,לא צמוד,3.60%,9.96,הראל,AA-,105.36
23/05/2017,הראל הנפק אגח א,1099738,צמוד מדד,0.61%,2.51,הראל,AA,134.11
23/05/2017,הראל הנפק אגח ב,1119197,לא צמוד,1.06%,1.01,הראל,AA-,100.83
23/05/2017,הראל הנפק אגח ג,1119205,לא צמוד,0.71%,1.99,הראל,AA-,102.39
23/05/2017,הראל הנפק אגח ד,1119213,צמוד מדד,0.63%,2.89,הראל,AA-,117.74
23/05/2017,הראל הנפק אגח ה,1119221,צמוד מדד,0.75%,3.78,הראל,AA-,120.68
23/05/2017,הראל הנפק אגח ו,1126069,צמוד מדד,1.14%,5.49,הראל,AA-,118.4
23/05/2017,הראל הנפק אגח ז,1126077,צמוד מדד,1.35%,6.3,הראל,AA-,119.24
23/05/2017,הראל הנפק אגח ח,1128875,צמוד מדד,1.06%,4.74,הראל,AA-,108.8
23/05/2017,הראל הנפק אגח ט,1134030,צמוד מדד,1.74%,7.79,הראל,AA-,106.32
23/05/2017,הראל הנפק אגח י,1134048,צמוד מדד,1.85%,8.59,הראל,AA-,105.93
23/05/2017,וורטון אגח א,1140169,לא צמוד,3.66%,4.33,וורטון,AA-,101.2
23/05/2017,וילאר אגח ד,4160099,צמוד מדד,1.18%,0.6,וילאר,AA,123.31
23/05/2017,וילאר אגח ה,4160107,לא צמוד,0.93%,0.77,וילאר,AA,104.5
23/05/2017,וילאר אגח ו,4160115,צמוד מדד,0.53%,2.69,וילאר,AA,118.16
23/05/2017,וילאר אגח ז,4160149,לא צמוד,1.91%,4.16,וילאר,AA,113.52
23/05/2017,וילאר אגח ח,4160156,לא צמוד,2.81%,6.2,וילאר,AA,99.51
23/05/2017,חברה לישראלאגח7,5760160,צמוד מדד,0.95%,2.21,חברה לישראל,A,131.93
23/05/2017,חברה לישראלאגח9,5760202,לא צמוד,0.61%,0.59,חברה לישראל,A,105.87
23/05/2017,חברהלישראלאגח10,5760236,לא צמוד,2.68%,4.55,חברה לישראל,A,108.56
23/05/2017,חג'ג' אגח ה,8230161,לא צמוד,3.59%,1.96,חג'ג',BBB+,107.77
23/05/2017,חג'ג' אגח ו,8230179,לא צמוד,3.78%,2.34,חג'ג',BBB+,105.65
23/05/2017,חג'ג' אגח ז,8230195,לא צמוד,5.06%,3.67,חג'ג',BBB+,102.04
23/05/2017,חשמל אגח 26,6000202,לא צמוד,1.85%,4.54,חשמל,AA,114.52
23/05/2017,חשמל אגח 27,6000210,צמוד מדד,2.09%,8.85,חשמל,AA,117.05
23/05/2017,חשמל אגח 28,6000228,לא צמוד,1.29%,3.5,חשמל,AA,112.57
23/05/2017,חשמל אגח 29,6000236,צמוד מדד,1.71%,7.1,חשמל,AA,122.8
23/05/2017,טאואר אגח ז,1138494,לא צמוד,2.08%,4.11,טאואר,A+,103.39
23/05/2017,טן דלק אגח ב,1121862,צמוד מדד,8.12%,0.1,טן דלק,BBB+,106.89
23/05/2017,טן דלק אגח ג,1131457,לא צמוד,2.08%,2.23,טן דלק,BBB+,105.8
23/05/2017,יו.טי.אס אגח ח,4590147,לא צמוד,2.60%,3.03,יו טי אס,A,102.6
23/05/2017,יו.טי.אס אגח ט,4590162,צמוד מדד,1.79%,3.08,יו טי אס,A,102.78
23/05/2017,יואל אגח 3,5830104,צמוד מדד,0.29%,0.38,יואל,AA-,100.71
23/05/2017,יואל אגח 4,5830120,לא צמוד,0.96%,1.87,יואל,AA-,100.23
23/05/2017,ירושליםהנ אגחיד,1123587,לא צמוד,1.11%,2.24,ירושלים,A-,101
23/05/2017,ירושליםהנפ אגחח,1121201,לא צמוד,0.77%,1.27,ירושלים,A+,100.62
23/05/2017,ירושליםהנפ אגחט,1127422,צמוד מדד,0.38%,2.56,ירושלים,A+,105.98
23/05/2017,ירושליםהנפ נד10,1127414,צמוד מדד,0.82%,2.99,ירושלים,A-,106.74
23/05/2017,ירושליםהנפ נד11,1138551,צמוד מדד,2.06%,3.78,ירושלים,BBB+,5331421
23/05/2017,ישפרו אגח ב,7430069,צמוד מדד,0.75%,2.02,ישפרו,A,133.35
23/05/2017,ישרס אגח טו,6130207,צמוד מדד,1.57%,7.13,ישרס,AA-,100.3
23/05/2017,ישרס אגח יא,6130165,לא צמוד,1.33%,1.53,ישרס,AA-,112.1
23/05/2017,ישרס אגח יג,6130181,צמוד מדד,1.61%,3.98,ישרס,AA-,109.08
23/05/2017,ישרס אגח יד,6130199,לא צמוד,2.85%,5.28,ישרס,AA-,113.27
23/05/2017,כיל אגח ה,2810299,לא צמוד,2.32%,5.02,כיל,AA,101.08
23/05/2017,כללביט אגח א,1097138,צמוד מדד,0.51%,2.46,כללביט,AA,130.65
23/05/2017,כללביט אגח ג,1120120,צמוד מדד,0.81%,3.9,כללביט,AA-,120.8
23/05/2017,כללביט אגח ו,1120138,לא צמוד,0.72%,0.19,כללביט,AA-,102.71
23/05/2017,כללביט אגח ז,1132950,צמוד מדד,1.41%,6.13,כללביט,AA-,106.73
23/05/2017,כללביט אגח ח,1132968,לא צמוד,2.37%,5.02,כללביט,AA-,110.95
23/05/2017,כנפיים אגח ה,5430095,לא צמוד,1.75%,1.56,כנפיים,A-,112.23
23/05/2017,כנפיים אגח ז,5430137,לא צמוד,2.77%,3.5,כנפיים,A-,113.54
23/05/2017,לאומי אגח 177,6040315,צמוד מדד,0.41%,3.07,לאומי,AAA,100.8
23/05/2017,לאומי אגח 178,6040323,לא צמוד,2.13%,6.24,לאומי,AAA,106.12
23/05/2017,לאומי התח נד ח,6040232,צמוד מדד,0.25%,0.45,לאומי התחיבויות,AA+,122.08
23/05/2017,לאומי התח נד יב,6040273,צמוד מדד,-0.18%,0.3,לאומי התחיבויות,AA+,108.97
23/05/2017,לאומי התח נד יג,6040281,לא צמוד,0.25%,0.3,לאומי התחיבויות,AA+,105.32
23/05/2017,לאומי התח נד יד,6040299,צמוד מדד,0.22%,3.29,לאומי התחיבויות,AA+,115.4
23/05/2017,לאומי שה נד 200,6040141,צמוד מדד,0.53%,3.47,לאומי שה,AA,121.23
23/05/2017,לאומי שה נד 201,6040158,לא צמוד,1.11%,3.61,לאומי שה,AA,101.57
23/05/2017,לאומי שה נד 300,6040257,צמוד מדד,0.45%,3,לאומי שה,AA,125.35
23/05/2017,לאומי שה נד 301,6040265,לא צמוד,1.11%,3.12,לאומי שה,AA,103.26
23/05/2017,לודן אגח ד,1134857,לא צמוד,2.92%,2.42,לודן,BBB+,108.6
23/05/2017,לוינשט נכ אגח א,1119098,לא צמוד,1.21%,1.08,לוינשט,A,102.53
23/05/2017,לוינשט נכ אגח ב,1139716,צמוד מדד,2.12%,5.62,לוינשט,A,102.28
23/05/2017,לונשטן הנד אגחג,5730080,לא צמוד,2.37%,3.01,לונשטן,A,104.95
23/05/2017,לייטסטון אגח א,1133891,לא צמוד,3.51%,3.64,לייטסטון,A+,109.44
23/05/2017,מבני תעש אגח ח,2260131,צמוד מדד,0.80%,0.76,מבני תעש,A-,125.38
23/05/2017,מבני תעש אגח ט,2260180,צמוד מדד,0.67%,0.61,מבני תעש,A-,125.43
23/05/2017,מבני תעש אגח טו,2260420,לא צמוד,2.38%,3.69,מבני תעש,A-,113.72
23/05/2017,מבני תעש אגח טז,2260438,לא צמוד,3.57%,5.36,מבני תעש,A-,113.95
23/05/2017,מבני תעש אגח יד,2260412,צמוד מדד,0.81%,1.95,מבני תעש,A-,111.59
23/05/2017,מבני תעש אגח יז,2260446,צמוד מדד,2.41%,5.67,מבני תעש,A-,108.59
23/05/2017,מבני תעש אגח יח,2260479,צמוד מדד,1.51%,6.09,מבני תעש,A-,109.88
23/05/2017,מבני תעש אגח יט,2260487,צמוד מדד,1.81%,7.64,מבני תעש,A-,106.6
23/05/2017,מגה אור אגח ג,1127323,צמוד מדד,1.01%,2.4,מגה אור,A,111.55
23/05/2017,מגה אור אגח ד,1130632,צמוד מדד,1.37%,3.78,מגה אור,A,107.8
23/05/2017,מגה אור אגח ה,1132687,לא צמוד,2.25%,4.53,מגה אור,A,108.22
23/05/2017,מגה אור אגח ו,1138668,צמוד מדד,1.88%,6.04,מגה אור,A,102.39
23/05/2017,מז טפ הנפק 35,2310118,צמוד מדד,0.02%,1.64,מזרחי טפחות שה,AAA,107.53
23/05/2017,מז טפ הנפק 36,2310126,צמוד מדד,0.65%,0.28,מזרחי טפחות שה,AAA,99.82
23/05/2017,מז טפ הנפק 37,2310134,לא צמוד,1.13%,2.95,מזרחי טפחות שה,AAA,104.71
23/05/2017,מז טפ הנפק 38,2310142,צמוד מדד,0.45%,2.29,מזרחי טפחות שה,AAA,100.21
23/05/2017,מז טפ הנפק 39,2310159,צמוד מדד,0.12%,2.67,מזרחי טפחות שה,AAA,100.67
23/05/2017,מז טפ הנפק 40,2310167,לא צמוד,2.58%,7.09,מזרחי טפחות שה,AAA,105.7
23/05/2017,מז טפ הנפק 41,2310175,לא צמוד,1.73%,4.7,מזרחי טפחות שה,AAA,105.97
23/05/2017,מז טפ הנפק 42,2310183,צמוד מדד,0.73%,12.45,מזרחי טפחות שה,AAA,101.19
23/05/2017,מז טפ הנפק 43,2310191,צמוד מדד,0.32%,3.85,מזרחי טפחות שה,AAA,119.16
23/05/2017,מז טפ הנפק 44,2310209,צמוד מדד,0.54%,5.2,מזרחי טפחות שה,AAA,103.06
23/05/2017,מז טפ הנפק הת30,2310068,צמוד מדד,0.54%,0.01,מזרחי טפחות שה,AA+,124.06
23/05/2017,מז טפ הנפק הת31,2310076,צמוד מדד,0.25%,2.24,מזרחי טפחות שה,AA+,114.52
23/05/2017,מזרח טפחות שה א,6950083,צמוד מדד,1.18%,4.2,מזרחי טפחות שה,A+,138.06
23/05/2017,מישורים אגח ב,1120351,צמוד מדד,0.60%,0.29,מישורים,BBB+,110.61
23/05/2017,מישורים אגח ג,1127513,צמוד מדד,1.80%,1.62,מישורים,BBB+,110.8
23/05/2017,מישורים אגח ד,1132729,צמוד מדד,2.89%,2.86,מישורים,BBB+,107.9
23/05/2017,מליסרון אגח ד,3230083,צמוד מדד,0.03%,0.27,מליסרון,AA-,118.51
23/05/2017,מליסרון אגח ה,3230091,צמוד מדד,0.23%,2.8,מליסרון,AA-,128.38
23/05/2017,מליסרון אגח ו,3230125,צמוד מדד,1.00%,3.21,מליסרון,AA-,115.92
23/05/2017,מליסרון אגח ז,3230141,צמוד מדד,0.73%,3.16,מליסרון,AA-,110.35
23/05/2017,מליסרון אגח ח,3230166,צמוד מדד,0.96%,4.13,מליסרון,AA-,108.1
23/05/2017,מליסרון אגח ט,3230174,צמוד מדד,0.72%,2.85,מליסרון,AA-,104.89
23/05/2017,מליסרון אגח טו,3230240,לא צמוד,3.02%,6.01,מליסרון,AA-,104.42
23/05/2017,מליסרון אגח טז,3230265,צמוד מדד,2.07%,8.03,מליסרון,AA-,102.93
23/05/2017,מליסרון אגח י,3230190,צמוד מדד,1.73%,6.93,מליסרון,AA-,101.62
23/05/2017,מליסרון אגח יא,3230208,צמוד מדד,2.05%,6.8,מליסרון,AA-,103.41
23/05/2017,מליסרון אגח יב,3230216,צמוד מדד,1.11%,0.51,מליסרון,AA-,125.26
23/05/2017,מליסרון אגח יג,3230224,צמוד מדד,0.91%,2.82,מליסרון,AA-,126.07
23/05/2017,מליסרון אגח יד,3230232,צמוד מדד,1.96%,7.48,מליסרון,AA-,102.67
23/05/2017,ממן אגח ב,2380046,לא צמוד,1.79%,3.62,ממן,A+,105.47
23/05/2017,מנדלסוןתשת אגחג,1127638,צמוד מדד,2.17%,0.1,מנדלסון,A,108.09
23/05/2017,מנרב אגח א,1550037,לא צמוד,2.33%,3.33,מנרב,A,104.55
23/05/2017,מנרב אגח ב,1550052,צמוד מדד,2.66%,6.63,מנרב,A,100.8
23/05/2017,מרכנתיל הנ אגחב,1138205,לא צמוד,1.57%,4.66,מרכנתיל,AA+,102.61
23/05/2017,נאוי אגח ב,2080166,לא צמוד,1.38%,1.25,נאוי,A,102.29
23/05/2017,נאוי אגח ג,2080174,לא צמוד,0.65%,0.36,נאוי,A,99.77
23/05/2017,נורסטאר אגח ח,7230295,לא צמוד,1.29%,1.19,נורסטאר,A+,99.88
23/05/2017,נורסטאר אגח ט,7230303,צמוד מדד,1.16%,1.88,נורסטאר,A+,117.86
23/05/2017,נורסטאר אגח י,7230345,צמוד מדד,1.62%,3.61,נורסטאר,A+,112.2
23/05/2017,נורסטאר אגח יא,7230352,צמוד מדד,2.73%,5.71,נורסטאר,A+,102.5
23/05/2017,נייר חדרה אגח 3,6320071,צמוד מדד,0.82%,0.62,נייר חדרה,A+,120.55
23/05/2017,נייר חדרה אגח 5,6320097,לא צמוד,1.06%,0.52,נייר חדרה,A+,102.4
23/05/2017,נייר חדרה אגח 6,6320105,לא צמוד,2.47%,4.46,נייר חדרה,A+,118.63
23/05/2017,נכסים ובנ אגח ג,6990139,צמוד מדד,0.43%,0.5,נכסים ובניו,A,124.99
23/05/2017,נכסים ובנ אגח ד,6990154,צמוד מדד,1.80%,5.35,נכסים ובניו,A,143.8
23/05/2017,נמקו אגח א,1139575,לא צמוד,4.83%,3.96,נמקו,A+,103.91
23/05/2017,נץ ארהב אגח 1,5160064,לא צמוד,4.92%,1.55,נץ ארהב,BBB+,107
23/05/2017,סאות'רן אגח א,1140094,לא צמוד,6.17%,3.4,סאותרן,BBB+,106.13
23/05/2017,סטרוברי אגח א,1136951,לא צמוד,4.03%,2.86,סטרוברי,A,109.62
23/05/2017,סלקום אגח ד,1107333,צמוד מדד,-1.50%,0.1,סלקום,A+,122.72
23/05/2017,סלקום אגח ו,1125996,צמוד מדד,0.72%,1.56,סלקום,A+,110.5
23/05/2017,סלקום אגח ז,1126002,לא צמוד,0.95%,0.96,סלקום,A+,108.62
23/05/2017,סלקום אגח ח,1132828,צמוד מדד,1.24%,4.16,סלקום,A+,103.96
23/05/2017,סלקום אגח ט,1132836,לא צמוד,2.35%,4.44,סלקום,A+,109.79
23/05/2017,סלקום אגח י,1139245,צמוד מדד,1.69%,6.27,סלקום,A+,105.88
23/05/2017,סלקום אגח יא,1139252,לא צמוד,2.98%,6.03,סלקום,A+,104.98
23/05/2017,ספנסר אגח א,1133800,לא צמוד,2.97%,3.23,ספנסר,A,112.76
23/05/2017,ספנסר אגח ב,1139898,לא צמוד,3.56%,5.05,ספנסר,A,108.89
