תאריך,שם נייר ערך,"מספר ני""ע",סוג,תשואה ברוטו,"מח""מ",,דירוג מעלות,שער אחרון
25/01/2017,ג'י.אף.אי אגח א,1134915,לא צמוד,6.71,2.77,ג'י.אף.איי,A-,105.63
25/01/2017,גב ים אגח ה,7590110,צמוד מדד,1.61,0.67,גב ים,AA-,124.01
25/01/2017,גב ים אגח ו,7590128,צמוד מדד,1.90,5.82,גב ים,AA-,143
25/01/2017,גב ים אגח ז,7590144,לא צמוד,0.62,0.74,גב ים,AA-,105.86
25/01/2017,גזית גלוב אגח ג,1260306,צמוד מדד,1.23,1.15,גזית גלוב,AA-,128.56
25/01/2017,גזית גלוב אגח ד,1260397,צמוד מדד,1.86,3,גזית גלוב,AA-,134.21
25/01/2017,גזית גלוב אגח ה,1260421,לא צמוד,1.01,0.68,גזית גלוב,AA-,99.92
25/01/2017,גזית גלוב אגח ט,1260462,צמוד מדד,1.32,1.39,גזית גלוב,AA-,123.1
25/01/2017,גזית גלוב אגח י,1260488,צמוד מדד,1.11,2.4,גזית גלוב,AA-,129.51
25/01/2017,גזית גלוב אגחיא,1260546,צמוד מדד,2.69,4.99,גזית גלוב,AA-,118.33
25/01/2017,גזית גלוב אגחיב,1260603,צמוד מדד,3.79,7.6,גזית גלוב,AA-,102.11
25/01/2017,גלובל כנפ אגח א,1121482,לא צמוד,2.35,1.76,גלובל כנפיים,A-,109.4
25/01/2017,דה זראסאי אגח א,1127901,צמוד מדד,1.74,2.45,דה זראסאי,AA-,110.7
25/01/2017,דה זראסאי אגח ב,1131028,לא צמוד,2.95,3.76,דה זראסאי,AA-,108.13
25/01/2017,דה זראסאי אגח ג,1137975,לא צמוד,4.02,5.64,דה זראסאי,AA-,102.89
25/01/2017,דה לסר אגח ב,1118587,צמוד מדד,2.78,1.31,דה לסר,A-,114.2
25/01/2017,דה לסר אגח ג,1127299,צמוד מדד,3.51,2.32,דה לסר,A-,107
25/01/2017,דה לסר אגח ד,1132059,צמוד מדד,4.98,3.49,דה לסר,A-,92.7
25/01/2017,דה לסר אגח ה,1135664,לא צמוד,7.49,5.31,דה לסר,A-,98.85
25/01/2017,דורסל אגח ב,1132711,צמוד מדד,1.75,2.36,דורסל,A-,102.7
25/01/2017,דורסל אגח ג,1139427,לא צמוד,3.70,4.99,דורסל,A-,99.82
25/01/2017,דיסק השק אגח ו,6390207,צמוד מדד,4.17,4.4,דיסקונט השקעות,BBB-,123.75
25/01/2017,דיסק השק אגח ח,6390223,צמוד מדד,2.43,1.38,דיסקונט השקעות,BBB-,125.41
25/01/2017,דיסק השק אגח ט,6390249,לא צמוד,1.24,0.95,דיסקונט השקעות,BBB-,105.43
25/01/2017,דיסק התח נד י,6910129,צמוד מדד,0.77,3.65,דיסקונט התחיבויות,AA,119.67
25/01/2017,דיסק התח נד יא,6910137,לא צמוד,1.58,3.52,דיסקונט התחיבויות,AA,118.76
25/01/2017,דיסק מנ שה נד 1,7480098,צמוד מדד,1.17,2.97,דיסקונט מנ,A+,130.6
25/01/2017,דיסקונט מנ הת א,7480015,צמוד מדד,1.57,0.66,דיסקונט מנ,AA,132.35
25/01/2017,דיסקונט מנ הת ב,7480023,צמוד מדד,0.82,1.81,דיסקונט מנ,AA,132.95
25/01/2017,דיסקונט מנ הת ד,7480049,צמוד מדד,0.74,3.12,דיסקונט מנ,AA,133
25/01/2017,דיסקונט מנ הת ה,7480031,לא צמוד,0.79,1.07,דיסקונט מנ,AA,111.22
25/01/2017,דיסקונט מנ הת ח,7480072,צמוד מדד,4.48,0.12,דיסקונט מנ,AA,119.81
25/01/2017,דיסקונט מנ הת ט,7480106,לא צמוד,0.36,0.59,דיסקונט מנ,AA,101.4
25/01/2017,דיסקונט שה א,6910095,צמוד מדד,1.72,4.43,דיסקונט שה,A,138.87
25/01/2017,דלק קב אגח יג,1105543,צמוד מדד,1.76,3.18,קבוצת דלק,A,132.91
25/01/2017,דלק קב אגח כב,1106046,צמוד מדד,1.79,3.44,קבוצת דלק,A,130.9
25/01/2017,דלק קב אגח לא,1134790,לא צמוד,3.93,5.45,קבוצת דלק,A,104.01
25/01/2017,דקסיה הנ אגח י,1134147,צמוד מדד,1.54,6.62,דקסיה,AA-,99.75
25/01/2017,דקסיה הנ אגח יא,1134154,לא צמוד,1.12,3.13,דקסיה,AA-,99.86
25/01/2017,דקסיה הנפ אגח ב,1095066,צמוד מדד,0.72,2.31,דקסיה,AA-,130.45
25/01/2017,דקסיה הנפ אגח ז,1119825,צמוד מדד,0.79,3.36,דקסיה,AA-,118.58
25/01/2017,דקסיה הנפ אגח ט,1126051,לא צמוד,0.66,0.18,דקסיה,AA-,100.21
25/01/2017,דקסיה הנפ נד יג,1125194,צמוד מדד,1.12,1.89,דקסיה,A,109.61
25/01/2017,דקסיה הנפ נד יד,1129907,צמוד מדד,1.27,3.54,דקסיה,A,105
25/01/2017,הכשרת ישוב אג12,6120117,צמוד מדד,0.81,0.36,הכשרת הישוב,A-,123.8
25/01/2017,הכשרת ישוב אג13,6120125,צמוד מדד,1.75,0.75,הכשרת הישוב,A-,124.35
25/01/2017,הכשרת ישוב אג14,6120141,לא צמוד,1.05,0.59,הכשרת הישוב,A-,103.27
25/01/2017,הכשרת ישוב אג15,6120158,לא צמוד,2.58,1.76,הכשרת הישוב,A-,104.85
25/01/2017,הכשרת ישוב אג16,6120166,צמוד מדד,1.77,1.85,הכשרת הישוב,A-,107.71
25/01/2017,הכשרת ישוב אג17,6120182,צמוד מדד,2.29,2.52,הכשרת הישוב,A-,107.45
25/01/2017,הכשרת ישוב אג18,6120190,לא צמוד,3.32,2.93,הכשרת הישוב,A-,107.35
25/01/2017,הכשרת ישוב אג19,6120208,לא צמוד,3.67,4.67,הכשרת הישוב,A-,102
25/01/2017,הפניקס אגח 1,7670102,צמוד מדד,0.90,1.13,הפניקס,A+,129.42
25/01/2017,הראל הנפ אגח יא,1136316,לא צמוד,3.98,8.83,הראל,AA-,103.89
25/01/2017,הראל הנפ אגח יב,1138163,לא צמוד,4.18,9.58,הראל,AA-,98.58
25/01/2017,הראל הנפ אגח יג,1138171,לא צמוד,4.29,10.18,הראל,AA-,97.44
25/01/2017,הראל הנפק אגח א,1099738,צמוד מדד,0.83,2.83,הראל,AA,132.6
25/01/2017,הראל הנפק אגח ב,1119197,לא צמוד,1.04,1.32,הראל,AA-,101.52
25/01/2017,הראל הנפק אגח ג,1119205,לא צמוד,0.96,2.29,הראל,AA-,102.6
25/01/2017,הראל הנפק אגח ד,1119213,צמוד מדד,1.10,3.16,הראל,AA-,117.59
25/01/2017,הראל הנפק אגח ה,1119221,צמוד מדד,1.27,4.04,הראל,AA-,119.46
25/01/2017,הראל הנפק אגח ו,1126069,צמוד מדד,1.71,5.71,הראל,AA-,115.83
25/01/2017,הראל הנפק אגח ז,1126077,צמוד מדד,1.91,6.5,הראל,AA-,116.29
25/01/2017,הראל הנפק אגח ח,1128875,צמוד מדד,1.57,4.99,הראל,AA-,106.8
25/01/2017,הראל הנפק אגח ט,1134030,צמוד מדד,2.50,8.08,הראל,AA-,99.55
25/01/2017,הראל הנפק אגח י,1134048,צמוד מדד,2.60,8.87,הראל,AA-,98.7
25/01/2017,וילאר אגח ד,4160099,צמוד מדד,1.02,0.93,וילאר,AA,122.65
25/01/2017,וילאר אגח ה,4160107,לא צמוד,1.12,1.07,וילאר,AA,106.59
25/01/2017,וילאר אגח ו,4160115,צמוד מדד,1.13,2.95,וילאר,AA,117.87
25/01/2017,וילאר אגח ז,4160149,לא צמוד,2.21,4.48,וילאר,AA,111.51
25/01/2017,וילאר אגח ח,4160156,לא צמוד,3.07,6.52,וילאר,AA,97.04
25/01/2017,חברה לישראלאגח7,5760160,צמוד מדד,1.94,2.02,חברה לישראל,A,129
25/01/2017,חברה לישראלאגח9,5760202,לא צמוד,0.85,0.91,חברה לישראל,A,105.44
25/01/2017,חברהלישראלאגח10,5760236,לא צמוד,3.03,4.86,חברה לישראל,A,105.99
