תאריך,שם נייר ערך,"מספר ני""ע",סוג,תשואה ברוטו,"מח""מ",,דירוג מעלות,שער אחרון
03/09/2017,פועל הנ שה נד 1,1940444,צמוד מדד,1.00,3.01,פועלים,AA,130.57
03/09/2017,פועלים הנ אגח29,1940485,לא צמוד,0.63,1.2,פועלים,AAA,108.03
03/09/2017,פועלים הנ אגח30,1940493,לא צמוד,0.58,1.7,פועלים,AAA,102.25
03/09/2017,פועלים הנ אגח31,1940527,צמוד מדד,0.18,0.91,פועלים,AAA,106.33
03/09/2017,פועלים הנ אגח32,1940535,צמוד מדד,0.93,4.87,פועלים,AAA,124.09
03/09/2017,פועלים הנ אגח33,1940568,צמוד מדד,1.11,2.47,פועלים,AAA,101.96
03/09/2017,פועלים הנ אגח34,1940576,צמוד מדד,0.61,2.99,פועלים,AAA,101.26
03/09/2017,פועלים הנ הת טו,1940543,צמוד מדד,0.99,4.71,פועלים,AA+,120.26
03/09/2017,פועלים הנ הת טז,1940550,לא צמוד,1.58,4.5,פועלים,AA+,129.17
03/09/2017,פועלים הנ הת יא,1940410,לא צמוד,1.01,1.93,פועלים,AA+,116
03/09/2017,פועלים הנ הת יג,1940436,לא צמוד,0.27,0.48,פועלים,AA+,101.1
03/09/2017,פועלים הנ הת יד,1940501,צמוד מדד,0.85,3.94,פועלים,AA+,119.3
03/09/2017,פועלים הנפ הת ט,1940386,צמוד מדד,0.47,0.78,פועלים,AA+,123.92
03/09/2017,פועלים הנפ הת י,1940402,צמוד מדד,0.70,1.96,פועלים,AA+,132.62
03/09/2017,פורמולה אגח א,2560142,לא צמוד,2.37,3.58,פורמולה,A+,102.1
03/09/2017,פז נפט אגח ג,1114073,לא צמוד,1.25,2.15,פז נפט,AA-,102.74
03/09/2017,פז נפט אגח ד,1132505,לא צמוד,1.79,6.8,פז נפט,AA-,99.73
03/09/2017,פז נפט אגח ה,1139534,לא צמוד,2.56,5.28,פז נפט,AA-,103
03/09/2017,פז נפט אגח ו,1139542,צמוד מדד,1.64,5.8,פז נפט,AA-,102.29
03/09/2017,פלאזה סנט אגח א,1109495,צמוד מדד,18.67,2.08,פלאזה סנט,CCC,93.97
03/09/2017,פלאזה סנט אגח ב,1109503,צמוד מדד,19.43,2.49,פלאזה סנט,CCC,87.64
03/09/2017,פניקס הון אגח ב,1120799,צמוד מדד,0.94,2.44,פניקס,AA-,113.99
03/09/2017,פניקס הון אגח ג,1120807,לא צמוד,0.52,0.54,פניקס,AA-,105.7
03/09/2017,פניקס הון התח א,1115104,צמוד מדד,0.24,0.97,פניקס,AA,111.6
03/09/2017,פרטנר אגח ג,1118827,צמוד מדד,0.66,1.29,פרטנר,A+,112.33
03/09/2017,פרטנר אגח ד,1118835,לא צמוד,1.21,2.74,פרטנר,A+,100.67
03/09/2017,פרטנר אגח ה,1118843,לא צמוד,0.84,0.8,פרטנר,A+,104.77
03/09/2017,צרפתי אגח ז,4250163,לא צמוד,2.25,1.03,צרפתי,BBB+,106.15
03/09/2017,צרפתי אגח ח,4250189,לא צמוד,2.97,2.73,צרפתי,BBB+,103.55
03/09/2017,קופרליין אגח א,1136589,לא צמוד,3.22,2.06,קופרליין,A,108.53
03/09/2017,קופרליין אגח ב,1140177,לא צמוד,5.25,5.4,קופרליין,A,99.73
03/09/2017,קיי.בי.אס אגח א,1137918,לא צמוד,3.62,3.68,קיי.בי.אס,AA-,102.48
03/09/2017,קליין אגח א,1136977,לא צמוד,5.08,3.02,קליין,A-,104.12
03/09/2017,קרדן אןוי אגח א,1105535,צמוד מדד,29.57,0.96,קרדן,B,98.81
03/09/2017,קרדן אןוי אגח ב,1113034,צמוד מדד,33.77,1.86,קרדן,B,77.5
03/09/2017,רבוע נדלן אגח ג,1115724,צמוד מדד,1.11,1.12,רבוע נדלן,A+,112.37
03/09/2017,רבוע נדלן אגח ד,1119999,צמוד מדד,1.03,1.76,רבוע נדלן,A+,114.25
03/09/2017,רבוע נדלן אגח ה,1130467,צמוד מדד,2.09,4.47,רבוע נדלן,A+,106.43
03/09/2017,רגנסי אגח א,5510029,לא צמוד,2.95,1.72,רגנסי,BBB+,107.52
03/09/2017,ריט 1 אגח א,1106657,צמוד מדד,1.24,0.39,רייט,AA-,121.02
03/09/2017,ריט 1 אגח ג,1120021,צמוד מדד,1.05,2.34,רייט,AA-,113.42
03/09/2017,ריט 1 אגח ד,1129899,צמוד מדד,1.81,5.16,רייט,AA-,112.18
03/09/2017,ריט 1 אגח ה,1136753,צמוד מדד,2.33,7.48,רייט,AA-,113.04
03/09/2017,ריט 1 אגח ו,1138544,צמוד מדד,2.51,8.3,רייט,AA-,110.5
03/09/2017,רילייטד אגח א,1134923,לא צמוד,3.28,3.03,ריילייטד,A+,107.98
03/09/2017,רכבת ישר אגח א,1134980,לא צמוד,0.94,1.78,רכבת ישראל,AA+,101.08
03/09/2017,רכבת ישר אגח ב,1134998,צמוד מדד,0.56,1.79,רכבת ישראל,AA+,100.53
03/09/2017,שופרסל אגח ב,7770142,צמוד מדד,0.96,1.02,שופרסל,A+,133.75
03/09/2017,שופרסל אגח ד,7770191,צמוד מדד,2.17,5.94,שופרסל,A+,106.11
03/09/2017,שופרסל אגח ה,7770209,לא צמוד,3.09,5.65,שופרסל,A+,113.5
03/09/2017,שופרסל אגח ו,7770217,צמוד מדד,2.44,6.58,שופרסל,A+,114.19
03/09/2017,שטראוס אגח ב,7460140,צמוד מדד,0.70,0.89,שטראוס,AA+,123.42
03/09/2017,שטראוס אגח ד,7460363,לא צמוד,1.64,4.04,שטראוס,AA+,114.14
03/09/2017,שכון ובי אגח 4,1117910,צמוד מדד,1.32,1.47,שיכון ובינוי,A,113.07
03/09/2017,שכון ובי אגח 5,1125210,צמוד מדד,1.53,2.66,שיכון ובינוי,A,113.97
03/09/2017,שכון ובי אגח 6,1129733,צמוד מדד,2.87,4.91,שיכון ובינוי,A,109.86
03/09/2017,שכון ובי אגח 7,1129741,לא צמוד,3.31,4.62,שיכון ובינוי,A,116.84
03/09/2017,שכון ובי אגח 8,1135888,צמוד מדד,3.70,6.54,שיכון ובינוי,A,102.9
03/09/2017,שלמה החז אגח טו,1410273,לא צמוד,1.41,1.55,שלמה החזקות,A,107.01
03/09/2017,שלמה החז אגח טז,1410281,צמוד מדד,1.84,2.97,שלמה החזקות,A,101.3
03/09/2017,שלמה החז אגח יא,1410224,צמוד מדד,1.32,0.43,שלמה החזקות,A,104.95
03/09/2017,שלמה החז אגח יב,1410232,לא צמוד,0.86,0.43,שלמה החזקות,A,102.99
03/09/2017,שלמה החז אגח יד,1410265,צמוד מדד,1.48,1.56,שלמה החזקות,A,103.98
03/09/2017,שפיר הנדס אגח א,1136134,לא צמוד,2.41,4.18,שפיר,A+,105.52
03/09/2017,תעש אוירית אגחב,1115997,לא צמוד,0.17,0.14,תעשיה אוירית,AA,102.44
03/09/2017,תעש אוירית אגחג,1127547,לא צמוד,0.98,2.23,תעשיה אוירית,AA,107.87
03/09/2017,תעש אוירית אגחד,1133131,לא צמוד,1.17,5.56,תעשיה אוירית,AA,99.67

