28997,0,7119,1161
28996,0,250,11
28998,0,3606,220
19399,0,78996,232608
19398,0,3113,2642
5980,0,6573,674
132641,0,35419,45247
5987,0,113,0
132644,0,63002,24555
19390,0,93733,14069
22260,0,11366,4177
61171,0,4270,1225
25062,0,13753,2449
25061,0,28040,801
25069,0,932,648
120434,0,11783,901
6797,0,7522,671
6791,0,25606,676
6799,0,9282,4217
6297,0,65,2
25285,0,398,6
25282,0,162151,103155
25283,0,21650,4651
16705,0,87214,255697
124174,0,134281,39553
116787,0,43885,13389
17252,0,38405,6625
17254,0,42852,7002
17255,0,83704,238035
17256,0,91131,264254
63026,0,44001,10770
9258,0,4021,517
63023,0,6870,3304
9256,0,10424,1583
63029,0,24824,5516
24881,0,30093,44634
24880,0,4662,1507
24888,0,9119,537
26022,0,149157,43297
26021,0,5035,649
26020,0,30067,36713
64902,0,1102,100
26026,0,8938,2392
124355,0,34811,6202
64901,0,2139,40
124359,0,63577,18348
124358,0,16031,1329
133346,0,7997,611
135966,0,22229,3466
135965,0,56470,14641
61179,0,852,84
63812,0,586,16
122061,0,54191,19175
14624,0,2268,121
14626,0,93767,21759
122060,0,7273,1506
14622,0,28743,38203
14623,0,7650,1412
14628,0,3743,269
14629,0,3600,257
62885,0,3115,59
62884,0,17,0
62811,0,10306,486
62889,0,59979,18555
30416,0,93954,254048
65273,0,711,17
112042,0,34851,5289
18705,0,17011,8100
62088,0,7900,328
122382,0,137743,33817
122380,0,260,10
143176,0,37052,43054
137641,0,87078,25857
133525,0,140,0
137642,0,34868,42400
137861,0,25889,4583
29818,0,2880,3587
29762,0,98,11
1177,0,20919,2028
1173,0,472,33
23050,0,2682,3595
23500,0,78145,225969
29436,0,75179,21743
31232,0,646,39
29108,0,8816,1604
31230,0,9080,2528
29921,0,8,0
31234,0,2197,272
29101,0,97679,258512
7183,0,46,3
29105,0,9643,2082
7185,0,1561,90
29107,0,658,53
8549,0,10890,2655
8017,0,3774,149
65881,0,767,56
8014,0,5872,507
65884,0,88469,242801
65886,0,23329,754
65887,0,2297,176
66504,0,80733,223739
66507,0,21938,4074
126601,0,19881,2086
126600,0,843,8
65084,0,9699,692
65087,0,109514,202710
65088,0,4725,3306
10884,0,435,32
60902,0,403,259
60900,0,3073,653
60901,0,37404,8201
60906,0,30269,8877
30384,0,18596,3938
