202110,6846.0
206654,0.0
206496,0.0
206491,0.0
206493,0.0
206499,0.0
205157,0.0
101767,0.0
101766,23445.6331503
101765,396.524540275
101762,0.0
101761,3800.85411255
101954,13580.5
205443,5146.50074746
102230,17366.3670397
100965,0.0
205807,16849.558437
101272,0.0
100368,7512.0
100369,36780.0249471
201728,0.0
201729,0.0
201726,0.0
201727,0.0
100366,0.0
100367,0.0
201722,0.0
201051,1759.38115939
100362,4096.0
201053,60241.6316859
206018,15015.0
206875,0.0
206874,8462.50935499
203203,0.0
341,5137.02374971
100168,0.0
100169,5423.38002752
201676,0.0
100167,0.0
200729,10931.0
206015,0.0
100160,1458.90011268
206016,0.0
100386,4092.0
100384,2712.32734394
714661,0.0
100382,14565.0813345
100383,12595.5049783
206660,5342.0500351
101491,0.0
101490,6733.65050699
101493,0.0
101492,115.898425272
101495,6829.03313898
101494,0.0
205287,0.0
101496,0.0
101499,0.0
101498,0.0
102137,7770.06408254
101161,0.0
101160,0.0
101163,0.0
101162,0.0
205114,0.0
101167,21044.316972
101166,5.0
101169,571766.016841
101168,0.0
200017,49623.291239
718520,0.0
25664,0.0
101136,0.0
201438,0.0
201439,9583.05336395
206702,0.0
100702,0.0
101648,0.0
100700,2726.42885182
100701,8093.02526179
206708,103.066115536
205739,4294.86301679
205738,1869.59324684
208528,0.0
101636,0.0
205732,0.0
100774,21698.5612018
205736,0.0
100940,0.0
100941,7082.4506664
100942,0.0
100943,0.0
100944,18356.627523
100945,1971.23799024
100946,0.0
100947,1971.23799024
100948,4648.72873861
25114,17178.5816633
25115,4092.0
101646,0.0
204732,3423.0
200541,72829.7149622
200937,1157.57956178
101389,3423.0
101388,0.0
204735,35828.9742137
26766,14.4443889444
101640,8218.0
101387,12432.1320899
101380,0.0
101383,0.0
101382,0.0
100016,1333.22246509
201547,0.0
100014,23139.0207446
201545,0.0
101019,0.0
205608,5698.457498
100010,0.0
100011,3.0
101015,0.0
101546,0.0
7883,3811.60794443
101016,20.0
101011,0.0
101010,0.0
101541,9538.07174543
101540,23406.0025828
203768,0.0
101942,0.0
101941,8850.74310397
200410,0.0
200417,0.0
101946,1964.09988732
200415,56531.8876638
101944,8184.0
203760,0.0
203761,0.0
101949,0.0
203763,0.0
200149,96664.2673837
200148,292466.919045
203766,0.0
203767,0.0
200549,8360.27851915
201948,548.099015795
201949,16807.0986083
24885,0.0
24884,0.0
201942,12925.5264676
100203,274093.199809
201940,283.364065456
201941,0.0
201946,581.373665473
101350,31495.0071698
201059,13022.395658
102447,0.0
102446,13295.0
102445,12626.0
102444,31415.0
102443,17383.0
204089,0.0
102441,0.0
200090,124346.987275
204084,0.0
204085,0.0
714400,71.3666666667
206329,0.0
102449,0.0
102448,16039.0
6378,0.0
200526,0.0
200525,0.0
200524,113529.07033
200523,4569.53172724
200522,86048.2047006
200521,913.184224103
200520,1170.88900174
203964,0.0
203617,0.0
203610,0.0
200529,883509.804756
200528,52788.908436
204109,11963.359763
201725,38915.9607328
202569,0.0
202568,0.0
100539,33.3333333333
102324,18.0
201723,18608.2150798
202806,0.0
202172,0.0
201052,21130.4895636
101839,709.212913049
101838,60410.6897399
101837,4847.22137652
101836,0.0
101835,0.0
101834,6846.0
101833,69152.0138327
101832,53196.0
101831,0.0
200700,88667.2188295
208558,0.0
714315,0.0
202965,0.0
202964,311.85408058
202967,0.0
202966,0.0
202969,2742.00900372
200685,3626.62591428
200689,54185.7717563
208556,753.784987108
102130,0.0
204398,0.0
204468,20900.5276897
200687,125.324905078
204391,15515.2004118
204392,40006.7974652
204393,0.0
204394,9347.20688594
204395,42649.5949068
204464,13692.0
204397,0.0
202709,0.0
200721,14314.5799048
204362,0.0
203388,8115.73967063
203389,1781.9828644
102151,0.0
102150,1118.18014131
102153,40830.0
102152,0.0
102155,20421.0
102154,31439.0
102156,0.0
203140,0.0
202498,0.0
203142,5849.49289386
203145,0.0
201680,24.3704517705
202491,0.0
202490,0.0
202493,0.0
202492,0.0
202495,0.0
202494,0.0
202497,0.0
202496,0.0
718576,0.0
718577,0.0
101120,7510.0
200442,431050.176763
203816,36694.3443102
208615,4090.0
