31336	0
1061127	1
1106406	2
13195	2
37879	3
1126012	3
1107140	4
1102850	0
31349	0
1106418	4
1123188	0
1128990	5
109323	3
217139	6
31353	0
32083	0
1126029	2
1118017	0
49482	0
753265	0
249858	4
1113739	2
48766	5
646195	3
1126050	2
59626	4
340299	0
354004	3
242637	0
1106492	1
74975	6
1152272	0
100701	6
66982	0
13960	2
13966	2
66990	0
182093	2
182094	5
13972	2
13982	4
16819	3
273152	5
237521	0
1153703	6
32872	2
284025	0
218666	6
16843	3
1153724	6
1153728	6
158098	3
8699	4
1134865	5
28456	4
248425	5
1112319	4
28471	2
175548	0
696345	0
28485	2
1139195	6
35778	3
28491	2
310530	6
1153784	5
1481	6
1153786	3
13212	0
1111614	6
5055	4
4329	3
330148	0
1105062	2
4330	3
5062	6
4335	3
158812	0
40124	4
1103610	4
688361	0
302545	3
20534	2
1031453	0
5086	3
193742	2
58268	1
424	1
40151	4
636098	4
260121	0
950052	0
434	2
1131270	3
1131274	3
1131277	3
1110947	6
662279	0
1139928	4
153063	3
134199	5
641956	0
20584	0
1130567	2
171225	0
714879	3
37998	1
50336	3
50337	3
15429	4
23448	0
1122574	0
1110998	0
853150	0
15431	4
646286	3
1152307	6
1115291	3
1106547	2
68463	1
59715	5
69198	0
7272	0
163235	0
7276	0
34315	0
644843	3
7297	0
628815	2
35061	5
68495	4
1136310	3
18313	2
34355	0
45212	0
1153091	1
8703	1
126920	3
126927	3
595157	5
140005	4
1117476	5
59798	0
219446	0
44514	0
287787	5
157401	0
1154500	6
682666	2
399173	6
198866	6
51834	4
200630	0
782486	0
1136393	0
137849	3
1153811	1
24966	4
11148	1
51866	4
24974	0
137868	3
28542	2
35	5
116021	4
348305	1
10430	6
39403	2
40	5
282700	0
1105116	3
35854	4
63477	6
124064	2
1120431	0
949318	0
649944	1
63486	4
1153866	1
1140040	0
1112426	0
239800	4
1131314	3
1153891	6
1129835	1
310653	3
1130600	2
1111733	0
210871	5
210872	5
1132083	0
132806	5
12631	0
12638	0
38771	0
232605	1
232606	1
1107312	2
1114605	0
68505	4
133553	0
144408	0
23502	0
1108050	0
23507	0
83826	0
133563	0
85299	0
49660	4
593060	5
341188	2
714975	3
1115375	0
95435	2
145176	0
1113934	6
1132809	1
22835	0
1153148	3
41714	5
1118245	2
1152436	6
1153166	6
1153169	1
38000	1
1152448	6
1137140	0
30895	4
5966	5
1136422	0
27174	0
1128407	6
1124844	0
1153195	0
1113995	0
1136442	0
8821	6
46079	5
119761	0
1111052	2
315789	5
1108841	0
1135746	4
100935	5
353541	0
60682	6
253762	3
8872	2
714260	3
137956	1
35922	3
2354	4
168410	2
346292	0
1153933	0
1119751	4
17798	6
400356	0
10531	0
1110390	6
714289	3
733167	0
81714	6
428610	0
552469	4
164885	5
81722	6
111866	4
194617	0
93318	0
134307	3
203646	0
367312	0
650814	5
93320	2
134315	3
134316	3
976334	2
1095507	3
134320	3
662416	3
194645	2
1131421	0
161221	0
38839	6
38846	6
133615	1
1112574	4
521207	6
3828	6
593105	5
390693	0
642847	3
1122704	0
4584	2
7419	2
30901	4
1115456	0
7432	2
573553	4
1022969	6
143801	0
612306	1
417017	6
396412	0
1107455	2
91975	2
180187	1
27203	4
1152508	5
69392	0
1118332	0
189577	3
1114777	6
75969	1
1132922	0
1153254	1
1117618	4
6767	6
27241	4
27246	0
95589	2
6771	4
86840	4
108962	3
6786	3
108963	3
108974	3
1117653	0
1152569	5
1132968	0
370366	0
108983	3
399339	2
64319	4
1110426	1
1102407	0
1127812	0
1128542	0
65057	3
159084	0
159085	0
65074	3
33895	5
2440	1
1717	3
249421	0
3187	3
591016	1
1110494	0
29492	0
400473	0
644334	3
949511	0
205192	0
763009	0
169280	0
1120643	5
645088	3
5348	0
124296	0
1121398	5
950305	0
567018	0
52000	0
52003	0
52007	0
58540	2
436796	0
948846	0
8213	2
671293	3
1131550	5
899119	1
1105394	2
85452	4
1112686	3
69418	0
8224	4
145315	1
575077	5
20850	4
44017	4
1135125	0
286562	0
1123553	2
1135137	0
325314	0
662572	0
159897	3
1130856	5
96335	0
755082	3
1123576	0
1103979	0
593260	5
601567	1
1119140	0
189655	3
31769	0
1107567	4
88356	3
1033	5
1034	5
1106849	0
16470	0
35343	0
16471	0
1154074	0
16476	0
23774	2
