28997,0,96398,113125,21736,39964,28773,392,2700,21398,1206,4210
28998,0,13351,73555,12450,7816,4238,558,368,1135,247,171
5980,0,100586,179414,88979,90901,70467,3471,6776,34239,6250,9084
5987,0,7721,22707,3208,2780,2570,60,134,556,105,104
132644,0,777731,976611,1521855,248567,1075828,225326,126519,387305,276710,412077
19390,0,904940,2923675,551193,1615711,553477,23879,73269,231669,29313,54568
61179,0,8660,43030,11388,6771,2054,515,177,713,109,61
61171,0,24219,72626,6741,17250,16887,227,1485,10101,708,2424
25062,0,102640,590943,154803,114110,114729,12886,6963,40545,9398,26898
25061,0,477744,1554648,13812,1145906,43737,43,3906,73065,223,1339
25069,0,3110,12311,3380,1503,4342,656,156,680,1400,2796
6797,0,39522,75926,75933,34109,11300,6558,1914,3267,1250,616
6791,0,22799,286753,11036,162116,3425,78,718,814,39,26
6799,0,105855,204651,440444,88797,172190,136890,24035,119347,79818,95682
6297,0,423,2043,77,33,0,0,0,0,0,0
25285,0,3192,12611,460,2309,142,1,2,4,1,0
25283,0,64326,333316,1016470,165780,140259,294070,17080,51785,77297,54936
16705,0,1431044,3710274,2826404,2676309,8370066,547537,551523,4874047,1903172,17623518
116787,0,608381,999699,1091025,208103,925980,239122,107904,313972,332724,391561
17252,0,479810,4095621,680872,1085838,817647,51679,54733,226955,49508,114409
17254,0,404181,3061296,169180,693311,466612,11162,19622,160034,20338,45593
17255,0,1471191,3709155,2251105,2551322,8632165,390269,373999,4558408,1862320,18106495
17256,0,1166158,3403730,3392061,2528542,8123938,882669,452535,4127277,2640996,18672200
63026,0,695205,1168450,979338,322461,629283,115951,74378,174739,136028,112155
9258,0,43165,112592,57288,40545,26787,5418,2710,8138,4086,3402
9259,0,497,7063,34,369,205,0,1,30,1,2
9256,0,42494,244905,25802,32082,27014,2033,3839,10310,2918,2688
63029,0,365375,656903,123994,636327,128333,5008,20697,124416,7580,13674
24881,0,109708,200902,915155,56260,965094,854432,51883,360419,983861,2688544
24888,0,156229,564617,114218,256298,72424,5131,16368,36613,4712,2981
26021,0,71681,167854,109762,67505,52240,14735,9138,21818,9884,6404
64902,0,9892,33128,1316,6929,2285,38,77,378,77,89
64455,0,182,704,124,68,11,3,5,0,0,0
124355,0,914890,1143220,478197,361477,370432,33732,63369,154940,41437,38123
64901,0,66406,91999,16473,34661,2302,237,510,752,37,8
124359,0,1011689,1063303,1772451,308945,940011,335067,173555,379427,307286,279614
124358,0,233564,470240,53889,106303,44562,1945,7095,13873,2146,1306
133346,0,333580,584268,222206,130220,74213,12592,15179,27859,5452,3393
135969,0,152291,209305,144395,75504,112956,22735,12531,84054,19028,44339
135966,0,406574,699758,329297,140616,238246,44542,29320,75246,41318,36002
135965,0,697550,885956,4074577,431624,1051718,1074242,225072,441876,503648,319301
22260,0,120004,888623,249206,100473,212564,38807,4973,22902,50285,69679
63812,0,113,6622,47,197,33,0,0,6,0,0
14624,0,44343,85122,14824,18543,11692,756,1840,4671,699,657
14626,0,966864,1202578,1144152,370753,546103,160505,105426,207899,113206,77500
14622,0,188801,299189,752304,86374,1128604,510186,58754,403266,849684,2516581
14623,0,205353,428510,171858,70255,139877,31952,17095,33265,32339,22045
30416,0,2380248,3534390,5290319,6397409,7482229,1094909,643795,7476759,2730420,8996085
13054,0,1342063,5382317,2538599,2845654,7851515,676542,227060,4984216,1639825,15962499
18705,0,50475,193430,451088,44029,210808,243830,19056,81226,169021,214932
62088,0,6586,32754,3118,3185,416,28,129,102,7,1
122382,0,3112050,6232927,5471389,7562904,3088160,630708,773187,3136194,685630,794219
122380,0,1381,5684,803,287,359,39,19,23,26,8
143176,0,81143,176153,1312249,58994,780000,1765509,83213,502350,1247569,2571133
137641,0,813538,877152,294141,321461,165248,16161,39618,100313,12836,12812
137864,0,366436,656631,3851982,218239,1038461,1820760,192866,395547,851745,659195
137642,0,161217,286167,1240693,112371,1003182,981262,90596,503036,921950,2446919
137861,0,382762,779751,191731,121550,221223,24681,26444,61152,28239,22964
29818,0,11505,76417,23998,5257,49406,10010,1014,5121,16550,43332
29764,0,88739,286592,6860,82131,14862,204,1642,5781,315,330
29762,0,482,3206,202,100,126,11,1,11,2,2
1177,0,71642,624585,45671,53745,46354,5920,3218,15516,2834,3728
1173,0,8803,16955,3617,2110,1800,242,144,209,167,67
23500,0,1290112,3705031,2014525,2352896,8625981,508169,282096,3715541,2415701,18594637
29108,0,35947,168554,653302,47627,166754,462395,23096,84462,158189,196130
31230,0,666415,2507156,1177690,1040139,509059,163796,24328,108108,121380,88259
29433,0,35360,89624,20728,15258,4992,1330,524,765,352,136
31234,0,14810,59984,5661,8120,3065,314,360,1022,136,81
29101,0,1329201,3534087,2457881,1869646,8646352,993188,277806,3089468,3171754,18883393
