180167,0,998,92
61519,0,91,6
19713,0,22505,6948
61513,0,9223,1694
22461,0,19,2
180169,0,44434,17937
4448,0,58,0
177795,0,164,10
13733,0,986,22
165284,0,30204,6426
111537,0,45771,36152
111534,0,3255,423
28998,0,878,29
166555,0,27092,10611
4029,0,3242,527
177227,0,30113,12584
177226,0,23740,36267
177225,0,16637,6661
177224,0,7,1
60914,0,4754,1299
19398,0,733,480
5980,0,5106,756
161071,0,26414,8481
5987,0,69,0
132644,0,7538,1777
161072,0,722,86
61179,0,126,14
24710,0,18019,35364
19159,0,50015,36536
160891,0,3863,69
160892,0,372,11
160893,0,30,0
19402,0,2210,774
127475,0,1455,114
19152,0,282,5
25062,0,1816,58
65270,0,1829,249
277918,0,1099,33
165912,0,1129,124
150179,0,31782,8991
157117,0,3309,564
25069,0,357,231
165914,0,618,117
142814,0,10524,3556
22008,0,8050,2213
149337,0,710,85
61192,0,13,2
142811,0,427,34
142812,0,13623,1361
6158,0,88,0
12708,0,386,13
30646,0,51997,21431
13602,0,127,7
176928,0,18978,1622
4737,0,52523,32112
6791,0,14476,2826
118126,0,2930,47
118125,0,26023,6285
2312,0,155,1
118121,0,4977,165
64708,0,2303,68
25665,0,12454,1229
65876,0,20632,33019
177640,0,16163,2718
177315,0,5425,660
65872,0,18293,34486
165358,0,647,37
140541,0,3133,1096
166482,0,12,0
166485,0,302,19
120051,0,17274,28724
23220,0,547,109
63739,0,866,362
119316,0,117,8
64344,0,308,31
161853,0,43120,20775
25283,0,371,16
22717,0,57747,38038
184064,0,13106,1557
13599,0,16377,33328
25119,0,180,9
61996,0,11901,2809
30662,0,1011,97
65474,0,2315,190
25110,0,5899,403
166733,0,759,82
6194,0,11473,8591
140897,0,216,21
10917,0,8475,1365
141236,0,5232,576
7991,0,42,2
111532,0,2495,561
63930,0,2272,811
2269,0,27218,4511
63936,0,43872,22859
116787,0,4808,740
19570,0,44576,17420
7881,0,247,56
63938,0,8712,1146
7882,0,2542,210
162254,0,317,22
24996,0,18990,30538
60911,0,44,4
20747,0,840,107
124599,0,18235,7136
17035,0,4081,322
2444,0,134,3
139804,0,1443,102
2448,0,841,52
63847,0,360,15
7866,0,343,56
176066,0,734,64
61585,0,59772,34114
176068,0,212,3
24888,0,4879,288
5824,0,302,58
138608,0,25410,39632
3153,0,817,45
2044,0,7876,873
11304,0,4659,1680
146659,0,7435,3289
138601,0,892,14
148414,0,18471,3804
197855,0,4234,86
163036,0,67,11
148410,0,80,11
2049,0,1840,117
26022,0,44292,18194
26021,0,5416,678
124355,0,9219,1782
64901,0,479,7
6370,0,2890,191
28410,0,304,44
12123,0,7328,1664
124358,0,4471,425
6375,0,381,62
10631,0,17130,1701
7620,0,8153,1927
10411,0,3775,1118
162742,0,222,13
11944,0,3514,1369
105538,0,24351,6203
10386,0,52,0
175465,0,3546,494
163927,0,11479,3935
121142,0,1711,488
160256,0,1695,286
63543,0,48126,21235
177228,0,26213,40420
63448,0,3996,78
135965,0,17310,5034
16926,0,52931,38227
162560,0,28181,10768
8947,0,1306,69
163720,0,31976,21348
164416,0,907,130
125014,0,1604,94
157074,0,13026,9511
7260,0,746,182
12234,0,21989,7364
63596,0,83,8
12236,0,709,39
125531,0,18417,35828
12233,0,22997,38762
125533,0,287,7
139025,0,6153,443
180958,0,26626,10593
146017,0,7,0
14624,0,1698,198
62646,0,19088,2569
14626,0,3186,203
177896,0,6932,1815
14622,0,15778,35453
14623,0,7769,2158
160488,0,31895,24733
66300,0,514,79
152049,0,18817,4866
10567,0,2674,66
10565,0,637,45
125240,0,1243,196
145729,0,14237,9315
3394,0,361,14
176268,0,7419,2244
175263,0,74,8
3203,0,28,0
10096,0,2038,212
30416,0,43526,23227
178327,0,31,2
182112,0,244,112
65896,0,13,5
163610,0,703,90
8838,0,4662,550
138466,0,17217,31899
138467,0,8905,1546
147303,0,48230,15513
147307,0,54,3
147305,0,114,143
22817,0,293,0
16671,0,12464,3811
164342,0,68,7
29968,0,231,21
138861,0,255,30
21440,0,1148,449
122355,0,1264,86
30637,0,7151,2363
29964,0,1,0
28564,0,11683,8853
61205,0,8196,471
62088,0,915,50
28563,0,18176,31988
12942,0,18555,35020
24232,0,43283,33633
24233,0,17712,3443
24234,0,597,109
17069,0,29124,7009
12945,0,2340,120
62243,0,23803,6920
183228,0,323,9
62245,0,56379,33141
3342,0,254,2
175084,0,25728,8556
17120,0,19161,2837
123495,0,51746,45218
157493,0,5802,261
175083,0,28176,11033
13189,0,5184,1553
137641,0,8524,1472
16679,0,16180,2912
137642,0,21245,37583
175319,0,742,104
63462,0,10702,2212
30259,0,1492,229
175646,0,28761,11997
156383,0,24096,4626
156384,0,31704,7194
29762,0,368,27
1177,0,2346,199
8162,0,2167,94
178834,0,37132,18191
1173,0,196,10
30740,0,31545,3505
157921,0,4756,403
13940,0,2088,160
165699,0,16184,6239
31122,0,244,80
31692,0,43498,14498
23500,0,19984,3685
160719,0,556,84
5530,0,336,3
178855,0,21540,38799
5539,0,800,38
162925,0,39589,11141
147453,0,144,151
178850,0,2010,371
147451,0,9115,1621
151708,0,379,40
11169,0,216,2
66438,0,39,0
11161,0,92,0
14403,0,72426,35543
29108,0,16236,6608
178453,0,4112,152
29921,0,262,3
8762,0,22,0
66610,0,2812,373
7183,0,7658,1584
7185,0,277,5
7186,0,1989,125
66164,0,50601,40964
183714,0,5,0
66161,0,53435,30381
8387,0,8009,3961
8386,0,63,6
61693,0,27341,5060
127644,0,58,7
13839,0,3623,72
66686,0,6004,789
12874,0,13958,1619
8549,0,7415,1389
8017,0,634,9
61408,0,11905,3684
65884,0,31074,11126
23616,0,5427,817
8543,0,91,2
8542,0,2476,251
6573,0,248,16
6574,0,760,81
12212,0,7810,1629
180193,0,50411,20321
61745,0,22511,14851
27760,0,36,0
28180,0,927,61
12065,0,87,1
66504,0,42729,19061
144435,0,603,56
7696,0,1257,587
144437,0,8340,2652
7691,0,704,63
126601,0,1106,25
143421,0,22594,6505
28216,0,10427,1065
28742,0,245,74
25946,0,2110,458
3835,0,81,4
65084,0,84,1
63866,0,22368,36860
3833,0,106,0
10884,0,178,7
151544,0,61621,40586
155394,0,44,0
155393,0,14248,11237
4036,0,774,15
60902,0,272,113
60900,0,2533,437
177256,0,242,1
177257,0,12146,2997
177255,0,2782,360
161040,0,1103,56
18732,0,44276,20620
11376,0,129,2
11371,0,703,18
11372,0,683,10
179925,0,1561,75
160887,0,288,10
4842,0,2076,151
7525,0,11060,1902
5667,0,6623,1548
160888,0,6519,2710
16885,0,44460,33245
19361,0,51729,38443
25056,0,1582,314
16668,0,54506,41585
25726,0,479,56
12711,0,17038,32540
141339,0,1346,223
5526,0,3626,43
12719,0,1468,71
6781,0,10537,3719
23877,0,2720,251
13619,0,41000,31539
6788,0,8888,4125
164432,0,1088,222
4723,0,231,2
65643,0,8979,4079
65640,0,11607,1566
120048,0,1920,149
61523,0,1016,8
5841,0,26794,37147
177677,0,3536,76
118577,0,14425,1936
64844,0,2253,190
120557,0,2185,818
165832,0,27,2
21118,0,14157,1943
124615,0,37427,17295
177108,0,213,15
177109,0,239,18
4622,0,594,29
25921,0,1563,182
150761,0,17483,2440
25430,0,1768,115
16714,0,41350,11201
