61518,0,87917,100349
61519,0,5,0
19713,0,55805,121886
61513,0,16686,2893
150398,0,76788,33699
24842,0,727,20
22461,0,34,1
4448,0,191,4
65607,0,1011,16
150397,0,8141,1111
13733,0,1365,26
22668,0,9703,7554
111537,0,76091,152137
111534,0,15943,5127
111532,0,2038,207
4029,0,7415,2864
115814,0,72238,144678
60914,0,4084,586
60916,0,1465,39
5980,0,5079,756
5987,0,327,13
132644,0,25786,9476
19390,0,27563,4145
110488,0,22665,1104
61179,0,394,56
24710,0,22737,19439
19159,0,57810,119738
19158,0,67492,126166
7510,0,139,0
19155,0,52,1
61171,0,2121,649
15267,0,1419,146
19156,0,64152,125625
19150,0,65060,128810
19152,0,200,14
61206,0,68943,137162
13597,0,83419,17381
14412,0,3,0
65270,0,2020,110
16674,0,86188,122259
65275,0,34,5
16679,0,79772,46471
150179,0,78280,35122
25069,0,400,415
2555,0,73,0
142814,0,11711,2141
22008,0,7785,4382
6152,0,5050,300
12702,0,161,7
61192,0,149,8
142811,0,1007,75
63290,0,5417,411
62559,0,15234,5116
13602,0,167,1
1651,0,1925,163
4737,0,66075,114847
6791,0,1164,32
118126,0,12,0
118125,0,127106,45861
4739,0,77559,115181
2312,0,73,5
118122,0,785,52
118121,0,62,55
6799,0,1565,107
64708,0,162,50
25665,0,61508,8824
8304,0,1338,16
65655,0,12,1
64879,0,5594,2344
140541,0,3212,849
141097,0,27881,26387
1655,0,844,12
120051,0,21211,30117
60823,0,65822,139029
14985,0,28097,9543
17654,0,59700,119492
63739,0,1550,1191
118738,0,18079,5971
15521,0,4168,846
25285,0,56,0
29940,0,120288,91456
25283,0,16229,2898
22717,0,65558,104484
13599,0,25844,37563
25118,0,79,1
25119,0,132,0
16705,0,64581,117397
30662,0,20,0
4520,0,112,1
112402,0,385,1
65474,0,2005,47
25110,0,2251,112
25111,0,8607,2838
7993,0,7769,2687
140897,0,304,6
141236,0,9770,1160
6196,0,870,15
28998,0,1564,98
63930,0,4337,2419
2269,0,81611,14859
116787,0,21950,7597
19570,0,90435,134463
7881,0,311,31
17252,0,13314,4417
7882,0,9917,3583
17254,0,12556,3592
17255,0,63083,123441
17030,0,75688,103393
63848,0,4129,556
124599,0,20880,6022
17035,0,68634,13229
9258,0,2296,445
9259,0,86,12
9256,0,3529,557
139804,0,2209,117
2448,0,1515,89
64292,0,238,2
63847,0,419,21
62511,0,24899,10743
122514,0,669,21
7866,0,809,129
7620,0,6381,1654
7862,0,3100,835
64054,0,5130,328
64055,0,5836,315
24888,0,6094,460
64051,0,1716,1910
5824,0,115,30
138608,0,32837,37678
138609,0,235,31
2044,0,9434,1170
11304,0,3521,2027
61587,0,5701,620
138601,0,1541,27
148414,0,115346,35381
138603,0,11175,3204
148410,0,1043,24
2049,0,2976,275
26022,0,18659,476
128618,0,18070,3205
9413,0,52,5
64902,0,399,31
64455,0,91,1
10639,0,5095,1220
64901,0,604,11
6370,0,6331,917
11124,0,10192,2547
12123,0,2151,199
12122,0,2911,440
12125,0,11927,4982
6375,0,186,20
10631,0,9608,186
12126,0,4856,1293
10417,0,8,0
134164,0,22048,6235
10411,0,2159,1501
135945,0,28083,8913
14131,0,121367,112292
11944,0,3975,736
105538,0,72530,148274
8807,0,3323,1612
27991,0,5359,1632
135969,0,6099,1226
10382,0,85,0
10380,0,4876,2728
17724,0,61614,126172
63543,0,89134,151379
137881,0,21641,5172
10894,0,9808,2014
135966,0,8791,1384
62465,0,6751,626
135965,0,44960,12381
16924,0,92764,166417
142023,0,9065,978
3158,0,5077,475
24405,0,5122,235
7268,0,3070,269
8947,0,4237,366
22260,0,6860,3431
7267,0,117002,36892
125014,0,3621,151
16929,0,58695,110769
7260,0,1063,258
12234,0,19417,4130
63596,0,180,11
6207,0,82733,20941
12233,0,32901,34188
125533,0,294,30
139025,0,75444,144982
6266,0,13087,1403
146017,0,16,0
14624,0,858,26
62646,0,51352,6028
14626,0,34347,8919
62642,0,133140,72040
14622,0,20913,32666
6809,0,1379,81
3851,0,89,227
6802,0,978,46
6803,0,770,57
62649,0,2496,78
2812,0,89,9
62110,0,22384,13150
10567,0,681,25
10565,0,1438,270
125240,0,1689,116
110529,0,10472,1011
3394,0,29,4
21238,0,10589,1584
24157,0,1264,3
3203,0,194,0
10096,0,10614,1859
30416,0,99407,79033
16832,0,61052,120425
1998,0,66144,106278
19402,0,1474,321
65896,0,130,10
18928,0,61033,112932
138466,0,26300,37200
138467,0,16914,2826
147303,0,25829,2042
147302,0,19709,6764
13054,0,61434,112579
8832,0,1402,90
16671,0,13677,4855
30328,0,59987,128995
138861,0,444,25
18705,0,11215,7149
122355,0,1041,60
30637,0,25051,5857
29964,0,186,36
28564,0,9722,7223
8577,0,2535,671
62088,0,636,12
28563,0,22237,16329
24232,0,70754,129804
24233,0,36501,6815
122382,0,82691,17635
135865,0,16607,3540
12945,0,1254,36
12944,0,153,3
62243,0,63622,141241
122143,0,5392,1479
29382,0,8667,2944
3342,0,749,1
63460,0,7268,1849
123495,0,73878,151271
29028,0,5209,1164
8559,0,206,0
63461,0,17823,614
137641,0,26074,5793
137864,0,47898,15526
137642,0,26677,32536
137861,0,10223,1812
135788,0,39947,11026
30259,0,501,309
29818,0,1973,1992
30257,0,25482,27287
29764,0,818,19
156383,0,26031,5955
156384,0,105784,30432
29762,0,244,11
1177,0,5713,671
15446,0,24624,30320
1173,0,63,2
30740,0,1376,48
5788,0,826,21
13940,0,13858,3370
31122,0,1750,136
150277,0,11162,6359
31692,0,76938,139994
23500,0,73851,129385
5530,0,686,19
28696,0,82675,105489
24522,0,4621,1076
5539,0,674,18
28699,0,3179,305
147453,0,179,257
147452,0,23518,11237
147451,0,10081,1216
151708,0,246,112
1004,0,1202,104
11169,0,115,2
1283,0,886,7
66438,0,20,0
65467,0,71297,147024
66185,0,68174,147467
14403,0,108706,38983
109842,0,14575,2531
29108,0,14353,7447
31230,0,13296,4428
111839,0,1254,105
29433,0,2274,112
31234,0,343,17
8762,0,237,5
29101,0,59001,126452
6475,0,275,62
29105,0,5733,1918
7185,0,116,0
