61518,0,2623933,3597190,3305537,2593813,6979905,278168,601275,9396118,715771,13245578
61519,0,3,42,4,0,0,0,0,0,0,0
19713,0,1049778,3801028,1349892,2219496,7852176,168969,115341,4306947,1463792,18697785
61513,0,519336,702804,592700,213954,295880,27406,60709,127968,31835,32377
150398,0,1584267,8035456,1985499,6987649,5381027,80730,455363,4172007,482966,2395679
24842,0,6943,71319,4268,6873,1448,83,299,462,17,15
22461,0,97,292,69,13,6,2,2,0,0,0
4448,0,2753,7052,654,876,201,7,13,14,2,1
65607,0,52273,58437,3778,15504,1511,41,225,520,15,15
150397,0,112406,1115123,235537,232444,92799,10886,6782,44212,6957,9728
13733,0,55155,102434,1725,78858,3488,5,30,2002,15,39
22668,0,32968,155551,287970,38286,164943,127186,13464,48169,108062,204313
111537,0,511988,1509446,4417847,679516,5569273,4361923,401177,2649763,4322502,22744412
111534,0,575182,722545,337465,197557,465021,14870,48533,239864,45958,118156
111532,0,30220,80671,21092,17518,12423,648,1984,4871,686,586
4029,0,63658,132828,220972,72970,86652,47248,14741,41243,32711,39250
115814,0,713769,1951713,3754822,760454,6299614,3314954,523284,3342420,3731020,21589498
60914,0,69337,485471,23668,60192,47822,563,4853,26231,1953,4567
60916,0,19811,107970,10947,17095,2878,170,864,1143,63,31
5980,0,74096,147892,89729,79444,47183,3844,8098,26700,3686,5319
5987,0,2336,8152,1567,926,457,12,95,166,8,7
132644,0,514861,678492,1176377,185792,689328,197934,95818,242344,205666,235255
19390,0,923330,3941655,866976,2472137,684829,57947,107583,359738,62285,75771
110488,0,595993,2318013,25566,2343336,116293,820,20027,342306,2368,15319
61179,0,1146,17883,3006,864,991,329,45,62,166,53
24710,0,598155,679564,252484,370956,972507,18380,47295,1086391,97996,1160266
19159,0,1245512,3696658,1348758,2243874,7856140,177557,196895,4727908,1370095,18206479
19158,0,899383,3260620,2860651,2131570,7334759,683164,283666,4047977,2050444,19112303
7510,0,1323,2998,337,811,0,0,3,0,0,0
19155,0,357,808,47,50,35,0,2,4,0,0
61171,0,21109,68358,15986,16178,23608,1308,2161,11139,2713,5088
15267,0,9445,17000,20351,1266,3953,1803,719,514,693,173
19156,0,942134,3228838,2598481,2173178,7554069,539195,323455,4055141,1905775,19083435
19150,0,950776,2741117,2898216,2030776,7453121,694406,477692,3941053,2108314,19512884
19152,0,980,10371,912,1378,200,31,26,23,19,8
61206,0,893170,2190832,3612167,1278473,6990444,1820950,375827,3669076,2756376,20648943
13597,0,2617517,5355994,5851156,6553676,2460940,862477,753787,2525137,604761,564118
14412,0,0,7,2,0,0,0,0,0,0,0
65270,0,60803,138661,17766,37633,10112,666,1656,2771,432,191
16674,0,1181484,2746114,4968446,2242645,7008015,1452456,946155,5379124,1989489,17771166
65275,0,23,434,44,69,26,1,5,15,5,0
16679,0,2649537,7387208,164061,5204958,3308066,3527,76064,9100481,122491,4605250
150179,0,1443143,7962126,2372769,6401852,5585098,242087,410982,3821858,710626,2486550
25069,0,920,8330,1459,405,3980,460,145,855,1194,3030
