28995,0,24006,59850,18517,23425,4678,325,577,1859,143,87
28994,0,351661,1748436,78572,167255,187338,1439,14870,78818,5661,13840
28997,0,152754,221745,47696,45616,40269,929,3027,13739,1417,2522
28992,0,6759072,6852284,13872052,8736113,9566232,932682,1040327,18744324,1452958,12770898
28998,0,97898,265224,100735,57598,30618,7295,5188,9456,4334,2408
19399,0,4200287,10226180,4347563,7600841,8461848,176878,465195,16356538,1453777,11590407
19398,0,37337,103747,73189,11067,122559,9951,4249,46834,28002,135272
5980,0,74776,151763,35816,36907,13309,709,1212,4539,372,435
5986,0,24266,49088,2953,8878,496,8,141,65,5,1
5987,0,10592,36681,10838,2025,2364,222,482,491,94,40
19390,0,1883733,10454169,2768192,7587479,2829663,221231,856040,2541386,234094,450687
22260,0,133897,1424968,558636,202018,561614,122411,17009,114058,194783,447624
22263,0,2861,10580,451,1930,473,4,51,264,19,13
22264,0,5826,78142,1851,2729,542,33,56,66,11,1
61171,0,27688,77980,45190,11215,36600,6786,3159,11323,9416,12436
61175,0,280684,315146,20157,164524,8923,149,3441,4197,129,64
61176,0,3878101,5004783,1289639,8593727,531956,20091,93346,1284496,15273,68809
25062,0,227435,969879,495020,194595,415328,56151,32465,216688,78567,237456
25061,0,7225118,7316309,1598047,14774034,1812897,20194,250265,6045085,69166,761825
25069,0,5908,102471,20860,7125,14126,3632,464,2201,4319,10108
6796,0,203671,299409,262666,140606,67186,11592,9764,27403,5978,3713
6797,0,127894,203111,215507,114061,25492,13276,5829,18710,2600,1751
6790,0,3234106,6864028,3566433,9293201,1072331,71164,418143,2022328,74020,123001
16642,0,662289,2940296,630136,1082724,358358,31198,45496,106427,25038,21634
6799,0,111573,492557,91974,152446,188886,12087,9025,62497,24826,82184
6297,0,1114,2403,123,64,64,2,2,5,1,0
25288,0,2007756,4872663,5304503,1633562,12158192,2855820,391115,6165884,6320021,32442582
25284,0,5390132,7624237,8717156,11773272,8108181,1053896,1261336,15513272,2471919,8165114
